X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
CYFRA 21-1 (pg/ml),CA19-9 (U/ml),0.50695,0.492364,0.07466,0.49635,6.4594316,0.12077264
CA-125 (U/ml),Cancer or Not,0.49716,0.48799953,0.42172998,0.49531,6.491853,0.09571036
FGF2 (pg/ml),Cancer or Not,0.4939,0.4569544,0.45102,0.48962,6.491853,0.19221242
TGFa (pg/ml),G-CSF (pg/ml),0.49236,0.49234638,0.10917999,0.4899,6.491853,-0.00368959
IL-8 (pg/ml),CYFRA 21-1 (pg/ml),0.49142,0.49049443,0.13426998,0.49035,6.491853,0.030423142
HE4 (pg/ml),CA-125 (U/ml),0.48728,0.468201,0.087249994,0.48573,6.491853,0.13812675
TGFa (pg/ml),HGF (pg/ml),0.48637,0.47549537,0.12231,0.48394,6.491853,0.10428146
TGFa (pg/ml),CA-125 (U/ml),0.47962,0.47961855,0.083790004,0.47781,6.491853,-0.001207552
Thrombospondin-2 (pg/ml),TGFa (pg/ml),0.47269,0.47215024,0.20133,0.47044,6.491853,0.023232235
IL-6 (pg/ml),HGF (pg/ml),0.47231,0.42294347,0.082650006,0.47006,6.491853,0.22218579
FGF2 (pg/ml),CYFRA 21-1 (pg/ml),0.46374,0.45399278,0.23922999,0.46057,6.491853,0.09872793
HGF (pg/ml),HE4 (pg/ml),0.46238,0.45976552,0.12508999,0.45965,6.491853,0.051131777
IL-6 (pg/ml),FGF2 (pg/ml),0.45042,0.44911355,0.21887,0.44696,6.491853,0.036144912
sFas (pg/ml),CYFRA 21-1 (pg/ml),0.44855,0.44741303,0.21071002,0.44649,6.491853,0.03371886
CA19-9 (U/ml),CA-125 (U/ml),0.44018,0.33774263,0.09366001,0.44018,6.3923173,0.32005838
IL-8 (pg/ml),HGF (pg/ml),0.43689,0.4009787,0.11078,0.43689,6.2479277,0.18950273
IL-6 (pg/ml),CA19-9 (U/ml),0.4359,0.43589294,0.08392,0.4342,6.491853,0.002657248
sFas (pg/ml),CA-125 (U/ml),0.43582,0.43567726,0.27179998,0.43582,6.3923173,-0.011948246
HGF (pg/ml),CYFRA 21-1 (pg/ml),0.43579,0.430694,0.09135999,0.43394,6.491853,0.07138613
sFas (pg/ml),IL-6 (pg/ml),0.43389,0.43265766,0.17588001,0.43389,6.4594316,-0.035104744
IL-8 (pg/ml),IL-6 (pg/ml),0.43104,0.42489097,0.044670016,0.42916,6.491853,0.078415796
sFas (pg/ml),CA19-9 (U/ml),0.42888,0.42873427,0.18899998,0.42831,6.491853,0.012071644
HE4 (pg/ml),AFP (pg/ml),0.42223,0.42214245,0.113500014,0.41998,6.491853,-0.009357995
HE4 (pg/ml),G-CSF (pg/ml),0.4191,0.41909647,0.04297,0.41675,6.491853,0.001874939
CYFRA 21-1 (pg/ml),CA-125 (U/ml),0.41137,0.18772164,0.07801,0.39825,6.4594316,0.47291476
NSE (ng/ml),HE4 (pg/ml),0.41106,0.40882832,0.23511,0.40933,6.491853,-0.047240786
CYFRA 21-1 (pg/ml),AFP (pg/ml),0.41043,0.41043,0.12009999,0.40841,6.491853,-3.92E-06
IL-8 (pg/ml),CA19-9 (U/ml),0.40929,0.40893716,0.08236998,0.40929,6.426265,0.018784117
HE4 (pg/ml),CD44 (ng/ml),0.40394,0.3860195,0.29231,0.40214,6.491853,0.13386741
NSE (ng/ml),IL-6 (pg/ml),0.40128,0.400813,0.24057,0.39901,6.491853,-0.02160933
Thrombospondin-2 (pg/ml),HE4 (pg/ml),0.3978,0.39169994,0.122559994,0.39537,6.491853,0.07810284
G-CSF (pg/ml),CYFRA 21-1 (pg/ml),0.39409,0.3932599,0.06990999,0.39181,6.491853,0.028811319
sFas (pg/ml),G-CSF (pg/ml),0.39292,0.39274967,0.16393,0.39271,6.491853,0.013050372
TGFa (pg/ml),NSE (ng/ml),0.39189,0.3918876,0.23935999,0.39083,6.491853,0.001542389
OPN (pg/ml),Cancer or Not,0.39023,0.18014385,0.18774,0.38809,6.491853,0.45835155
IL-6 (pg/ml),CA-125 (U/ml),0.38703,0.38701656,0.06834,0.38515,6.491853,0.00366624
IL-6 (pg/ml),G-CSF (pg/ml),0.387,-0.18909857,0.05664,0.38459,6.491853,0.75901157
NSE (ng/ml),CYFRA 21-1 (pg/ml),0.3784,0.3759137,0.21451001,0.3766,6.491853,0.049862765
Thrombospondin-2 (pg/ml),CYFRA 21-1 (pg/ml),0.37598,0.32472712,0.13020001,0.37401,6.491853,0.22639099
TGFa (pg/ml),CD44 (ng/ml),0.37568,0.37564284,0.27825,0.37448,6.491853,0.006097268
HGF (pg/ml),CA19-9 (U/ml),0.37334,0.3679937,0.09483001,0.37334,6.3923173,0.07311829
Thrombospondin-2 (pg/ml),sFas (pg/ml),0.36609,0.35670152,0.17603,0.36609,6.4594316,0.09689415
TIMP-1 (pg/ml),GDF15 (ng/ml),0.36308,0.11904669,0.034399986,0.36103,6.491853,0.49399728
sFas (pg/ml),Cancer or Not,0.36191,0.36139566,0.31945,0.35953,6.491853,-0.022678554
sFas (pg/ml),AFP (pg/ml),0.36006,0.3583998,0.19535999,0.36006,6.3923173,0.040745497
TIMP-2 (pg/ml),HE4 (pg/ml),0.35463,0.3472155,0.23325999,0.35291,6.491853,0.08610737
OPG (ng/ml),GDF15 (ng/ml),0.35441,0.33514565,0.040779978,0.35318,6.491853,0.13879602
CYFRA 21-1 (pg/ml),CD44 (ng/ml),0.35075,0.35068277,0.23657998,0.34917,6.491853,0.008198756
CA19-9 (U/ml),AFP (pg/ml),0.34588,0.3458546,0.09455001,0.34403,6.491853,-0.005038019
sFas (pg/ml),IL-8 (pg/ml),0.34577,0.34509447,0.15926999,0.3453,6.491853,0.02599088
IL-6 (pg/ml),CD44 (ng/ml),0.34426,0.34380475,0.21496001,0.34209,6.491853,0.021337053
Thrombospondin-2 (pg/ml),CA19-9 (U/ml),0.34334,0.33678007,0.118,0.34219,6.491853,0.080993526
TIMP-2 (pg/ml),TGFa (pg/ml),0.34251,0.3424336,0.25174,0.34113,6.491853,-0.008742128
NSE (ng/ml),DKK1 (ng/ml),0.33893,0.06183648,0.08835,0.33697,6.491853,0.52639675
CD44 (ng/ml),CA19-9 (U/ml),0.33425,0.333177,0.2126,0.33249,6.491853,0.032756824
NSE (ng/ml),G-CSF (pg/ml),0.33376,0.3275414,0.16342999,0.33172,6.491853,0.078857906
Myeloperoxidase (ng/ml),HGF (pg/ml),0.33143,0.16282116,0.03214,0.32945,6.491853,0.41062006
NSE (ng/ml),HGF (pg/ml),0.33051,0.32924455,0.15799,0.32816,6.491853,0.03557307
IL-8 (pg/ml),G-CSF (pg/ml),0.33049,0.31935307,0.11701001,0.33049,6.4594316,0.1055316
G-CSF (pg/ml),CA19-9 (U/ml),0.32978,0.32972556,0.08456999,0.32773,6.491853,-0.007378053
IL-8 (pg/ml),CA-125 (U/ml),0.32867,0.3285666,0.061520003,0.30807,6.491853,0.010168525
IL-6 (pg/ml),AFP (pg/ml),0.32619,0.32291803,0.09769,0.32413,6.491853,0.05720103
CD44 (ng/ml),AFP (pg/ml),0.32449,0.3227686,0.23449,0.32253,6.491853,-0.04148994
HGF (pg/ml),GDF15 (ng/ml),0.31999,0.26620892,0.09531,0.31812,6.491853,0.23190749
NSE (ng/ml),CA19-9 (U/ml),0.3188,0.3185655,0.18302001,0.31712,6.491853,-0.015313569
FGF2 (pg/ml),CA19-9 (U/ml),0.31604,0.3024007,0.12735,0.31328,6.491853,0.1167874
Thrombospondin-2 (pg/ml),IL-6 (pg/ml),0.31522,0.29968873,0.10842,0.3131,6.491853,0.12462451
TIMP-2 (pg/ml),TIMP-1 (pg/ml),0.31228,0.17798866,0.026149988,0.31025,6.491853,0.36645782
OPN (pg/ml),IL-8 (pg/ml),0.312,0.29734665,0.04318002,0.31019,6.491853,0.121051036
Thrombospondin-2 (pg/ml),CD44 (ng/ml),0.30987,0.28418264,0.20033,0.30795,6.491853,0.16027279
OPN (pg/ml),HGF (pg/ml),0.30969,0.14721847,0.027170002,0.30796,6.491853,0.40307757
OPN (pg/ml),CA19-9 (U/ml),0.3086,0.2920463,0.16155002,0.30701,6.491853,0.1286612
NSE (ng/ml),CA-125 (U/ml),0.30792,0.3074977,0.18811,0.30642,6.491853,0.020549675
HGF (pg/ml),FGF2 (pg/ml),0.3077,0.2895915,0.11525001,0.30494,6.491853,0.13456793
IL-6 (pg/ml),GDF15 (ng/ml),0.30672,0.29110846,0.14761999,0.30491,6.491853,0.12494614
OPG (ng/ml),IL-6 (pg/ml),0.30544,0.29776412,0.19549,0.30328,6.491853,0.0876121
NSE (ng/ml),FGF2 (pg/ml),0.3049,0.26677975,0.16781,0.30178,6.491853,0.19524403
HGF (pg/ml),CA-125 (U/ml),0.30374,0.30135453,0.06238,0.29623,6.491853,0.048841108
TIMP-2 (pg/ml),IL-6 (pg/ml),0.30232,0.29744032,0.18191001,0.30037,6.491853,-0.069854714
HGF (pg/ml),G-CSF (pg/ml),0.30148,0.26943192,0.03833002,0.29936,6.491853,0.1790198
TIMP-1 (pg/ml),IL-6 (pg/ml),0.29958,0.24439457,0.12207,0.29749,6.491853,0.23491582
TGFa (pg/ml),GDF15 (ng/ml),0.29887,0.28710982,0.15869,0.29887,6.4594316,0.10844435
Thrombospondin-2 (pg/ml),OPG (ng/ml),0.29868,0.28501683,0.20278001,0.29657,6.491853,0.11688961
sFas (pg/ml),CD44 (ng/ml),0.29769,0.2970444,0.11637001,0.29594,6.491853,-0.025408793
G-CSF (pg/ml),CD44 (ng/ml),0.29673,0.2876229,0.18287998,0.29505,6.491853,-0.09543119
OPG (ng/ml),HE4 (pg/ml),0.29666,0.29578176,0.19704,0.29506,6.491853,0.02963535
TIMP-2 (pg/ml),G-CSF (pg/ml),0.29598,0.27849492,0.17951001,0.29401,6.491853,-0.13223115
sPECAM-1 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.29143,0.20208535,0.01997,0.28948,6.491853,0.29890576
DKK1 (ng/ml),CYFRA 21-1 (pg/ml),0.29054,0.28358105,0.17758,0.28912,6.491853,0.08342041
HE4 (pg/ml),GDF15 (ng/ml),0.29016,0.2815516,0.22424999,0.28956,6.491853,0.09278152
OPN (pg/ml),CYFRA 21-1 (pg/ml),0.29006,0.26125547,0.15227,0.2884,6.491853,0.16971897
Prolactin (pg/ml),Cancer or Not,0.28961,0.1843892,0.14491999,0.28753,6.491853,0.32437754
OPG (ng/ml),CYFRA 21-1 (pg/ml),0.28943,0.28884575,0.14611,0.28798,6.491853,0.024171034
NSE (ng/ml),AFP (pg/ml),0.28902,0.28859794,0.17341,0.28706,6.491853,0.02054443
FGF2 (pg/ml),CA-125 (U/ml),0.28879,0.28149447,0.11852999,0.28646,6.491853,0.08541377
OPN (pg/ml),HE4 (pg/ml),0.28835,0.2672229,0.17261001,0.28691,6.491853,0.14535154
HE4 (pg/ml),DKK1 (ng/ml),0.2881,0.28650287,0.20542,0.28653,6.491853,0.039964233
CA-125 (U/ml),AFP (pg/ml),0.28712,0.28708223,0.0757,0.28013,6.491853,-0.006147333
IL-8 (pg/ml),FGF2 (pg/ml),0.28694,0.28417057,0.10486001,0.2842,6.491853,0.052625477
TIMP-1 (pg/ml),HE4 (pg/ml),0.28609,0.228991,0.18992999,0.28446,6.491853,0.23895393
Thrombospondin-2 (pg/ml),IL-8 (pg/ml),0.2857,0.28411907,0.09959,0.2857,6.426265,0.03976074
IL-8 (pg/ml),AFP (pg/ml),0.28476,0.2843838,0.074,0.28476,6.169925,0.019395947
GDF15 (ng/ml),CYFRA 21-1 (pg/ml),0.28325,0.1828027,0.16867,0.28172,6.491853,0.31693423
Thrombospondin-2 (pg/ml),NSE (ng/ml),0.28303,0.27963895,0.16580999,0.28112,6.491853,0.05823268
TIMP-1 (pg/ml),OPG (ng/ml),0.28127,0.26510736,0.02945,0.27926,6.491853,0.12713239
Thrombospondin-2 (pg/ml),DKK1 (ng/ml),0.2812,0.2683278,0.19836,0.27895,6.491853,0.11345573
CD44 (ng/ml),CA-125 (U/ml),0.27994,0.27942386,0.17217,0.27843,6.491853,-0.022719158
TIMP-2 (pg/ml),Thrombospondin-2 (pg/ml),0.27907,0.26669303,0.16706,0.27696,6.491853,0.11125185
TGFa (pg/ml),OPN (pg/ml),0.27861,0.2684443,0.14566001,0.27714,6.491853,0.100825064
Thrombospondin-2 (pg/ml),G-CSF (pg/ml),0.27837,0.27439937,0.06948,0.27651,6.491853,0.06301299
TIMP-1 (pg/ml),Thrombospondin-2 (pg/ml),0.27781,0.12546538,0.14877,0.27547,6.491853,0.3903135
TGFa (pg/ml),OPG (ng/ml),0.2777,0.27728707,0.07367,0.27659,6.491853,0.020321043
Thrombospondin-2 (pg/ml),HGF (pg/ml),0.27724,0.24778508,0.09318,0.27179,6.491853,0.17162438
HGF (pg/ml),AFP (pg/ml),0.27722,0.24882068,0.035029992,0.27187,6.491853,0.168521
IL-8 (pg/ml),GDF15 (ng/ml),0.27695,0.2743472,0.049510002,0.27544,6.491853,0.051017776
HGF (pg/ml),CD44 (ng/ml),0.27629,0.27491584,0.14848,0.27456,6.491853,-0.03706956
Midkine (pg/ml),HE4 (pg/ml),0.27594,0.27582166,0.16617,0.27429,6.491853,0.010878897
Myeloperoxidase (ng/ml),Galectin-3 (ng/ml),0.27574,0.09701848,0.023669988,0.27394,6.491853,0.42275468
OPN (pg/ml),IL-6 (pg/ml),0.27426,0.19379395,0.052070007,0.27292,6.491853,0.28366542
G-CSF (pg/ml),FGF2 (pg/ml),0.27293,0.27109656,0.1223,0.27008,6.491853,0.0428186
TGFa (pg/ml),DKK1 (ng/ml),0.27234,0.2685499,0.17217,0.27109,6.491853,0.061563827
OPN (pg/ml),GDF15 (ng/ml),0.2704,0.093975246,0.04868999,0.26845,6.491853,0.42002946
TIMP-1 (pg/ml),DKK1 (ng/ml),0.27007,0.14679703,0.06828998,0.26815,6.491853,0.35110247
TIMP-2 (pg/ml),CA19-9 (U/ml),0.26858,0.26782733,0.15428,0.2669,6.491853,0.027434668
TIMP-2 (pg/ml),CYFRA 21-1 (pg/ml),0.26765,0.26716745,0.15151,0.26573,6.491853,-0.021967374
G-CSF (pg/ml),CA-125 (U/ml),0.26745,0.26744926,0.066939995,0.23176,6.491853,8.63E-04
Thrombospondin-2 (pg/ml),GDF15 (ng/ml),0.26675,0.19892469,0.17565,0.26489,6.491853,0.26043296
GDF15 (ng/ml),Cancer or Not,0.26654,0.20531952,0.107059985,0.26554,6.491853,0.24742772
TIMP-1 (pg/ml),TGFa (pg/ml),0.26618,0.2491743,0.13104999,0.26509,6.491853,0.13040596
GDF15 (ng/ml),CA19-9 (U/ml),0.26461,0.25743186,0.12235001,0.26301,6.491853,0.08472383
CEA (pg/ml),Cancer or Not,0.2641,0.24804243,0.19958998,0.26199,6.491853,0.12671842
TIMP-1 (pg/ml),HGF (pg/ml),0.26361,0.16353163,0.06763999,0.26187,6.491853,0.31635165
sHER2/sEGFR2/sErbB2 (pg/ml),sEGFR (pg/ml),0.26357,0.20431818,0.012649998,0.26163,6.491853,0.24341698
TIMP-1 (pg/ml),CA19-9 (U/ml),0.26142,0.24964745,0.12878,0.25961,6.491853,0.108501434
IL-6 (pg/ml),DKK1 (ng/ml),0.25927,0.25551102,0.19143,0.25696,6.491853,0.06131055
TGFa (pg/ml),Midkine (pg/ml),0.25772,0.25770417,0.15501,0.25665,6.491853,0.00397977
G-CSF (pg/ml),AFP (pg/ml),0.25624,0.2549685,0.05012001,0.25405,6.491853,0.035658494
Thrombospondin-2 (pg/ml),CA-125 (U/ml),0.25602,0.23704143,0.095819995,0.24434,6.491853,0.13776278
G-CSF (pg/ml),DKK1 (ng/ml),0.25323,0.24015246,0.17819001,0.25113,6.491853,0.1143571
sEGFR (pg/ml),HE4 (pg/ml),0.25104,0.25094768,0.15135002,0.24899,6.491853,0.009609399
NSE (ng/ml),IL-8 (pg/ml),0.25027,0.25018805,0.12652999,0.24847,6.491853,-0.009052609
Mesothelin (ng/ml),CD44 (ng/ml),0.25019,0.14628533,0.00613001,0.24825,6.491853,0.32234246
OPG (ng/ml),IL-8 (pg/ml),0.24941,0.24927588,0.13983,0.24768,6.491853,0.011581021
OPG (ng/ml),HGF (pg/ml),0.24908,0.24550728,0.12137,0.24682,6.491853,0.05977223
sFas (pg/ml),FGF2 (pg/ml),0.24811,0.24224693,0.13769,0.24524,6.491853,0.076570734
TIMP-2 (pg/ml),OPG (ng/ml),0.24786,0.22822818,0.043070003,0.24583,6.491853,0.14011356
TIMP-2 (pg/ml),AFP (pg/ml),0.24724,0.24624121,0.13330999,0.24533,6.491853,-0.03160366
PAR (pg/ml),Midkine (pg/ml),0.24582,0.24312748,0.016610011,0.24381,6.491853,0.051889464
TIMP-1 (pg/ml),IL-8 (pg/ml),0.24553,0.23146588,0.059070006,0.24385,6.491853,0.11859224
Midkine (pg/ml),IL-8 (pg/ml),0.24526,0.24524854,0.07279,0.24343,6.491853,-0.003384637
Myeloperoxidase (ng/ml),HE4 (pg/ml),0.24479,0.24414565,0.1279,0.24326,6.491853,0.02538421
Thrombospondin-2 (pg/ml),PAR (pg/ml),0.24389,0.14334655,0.029970005,0.24188,6.491853,0.31708586
GDF15 (ng/ml),AFP (pg/ml),0.24332,0.23520347,0.15679,0.24121,6.491853,0.09009176
HGF (pg/ml),Galectin-3 (ng/ml),0.24275,0.040321246,0.038430005,0.24065,6.491853,0.44992083
GDF15 (ng/ml),G-CSF (pg/ml),0.24216,0.23683955,0.15065001,0.24027,6.491853,0.07294153
sFas (pg/ml),HGF (pg/ml),0.24208,0.24085604,0.103719994,0.24208,6.4594316,0.03498513
TIMP-2 (pg/ml),sFas (pg/ml),0.24193,0.24187754,0.12516999,0.24011,6.491853,-0.007242149
OPG (ng/ml),G-CSF (pg/ml),0.24081,0.236132,0.15990001,0.23881,6.491853,0.06839603
OPG (ng/ml),CA19-9 (U/ml),0.24027,0.24014562,0.11383,0.23865,6.491853,0.011152324
TIMP-2 (pg/ml),HGF (pg/ml),0.23954,0.23909652,0.124479994,0.23723,6.491853,0.021058934
Thrombospondin-2 (pg/ml),Midkine (pg/ml),0.2393,0.23758498,0.121570006,0.23742,6.491853,0.041412707
TIMP-1 (pg/ml),CYFRA 21-1 (pg/ml),0.23871,0.21219228,0.11577,0.23686,6.491853,0.16284262
Thrombospondin-2 (pg/ml),AFP (pg/ml),0.23799,0.2239876,0.05539,0.22807,6.491853,0.1183318
Myeloperoxidase (ng/ml),CA19-9 (U/ml),0.23641,0.23561977,0.099750005,0.23479,6.491853,0.028111245
HGF (pg/ml),DKK1 (ng/ml),0.23593,0.2157687,0.11463,0.23402,6.491853,0.14199047
Midkine (pg/ml),HGF (pg/ml),0.23492,0.08961509,0.08952999,0.23288,6.491853,0.3811888
OPG (ng/ml),AFP (pg/ml),0.23468,0.23462813,0.167,0.23276,6.491853,0.007202458
Myeloperoxidase (ng/ml),IL-8 (pg/ml),0.23434,0.21753576,0.03388001,0.23269,6.491853,0.12963112
FGF2 (pg/ml),CD44 (ng/ml),0.23396,0.23271897,0.109840006,0.23082,6.491853,0.035228144
Myeloperoxidase (ng/ml),IL-6 (pg/ml),0.2338,0.1827473,0.08525,0.23214,6.491853,0.22594841
Myeloperoxidase (ng/ml),CYFRA 21-1 (pg/ml),0.23301,0.23230757,0.09548,0.23157,6.491853,0.02650325
sHER2/sEGFR2/sErbB2 (pg/ml),CD44 (ng/ml),0.23148,0.15732342,0.035400003,0.22947,6.491853,0.27231705
TIMP-1 (pg/ml),G-CSF (pg/ml),0.23117,0.20560232,0.11752,0.22929,6.491853,0.15989898
sEGFR (pg/ml),IL-6 (pg/ml),0.23076,0.2215018,0.06307,0.22897,6.491853,-0.0962195
Midkine (pg/ml),CA19-9 (U/ml),0.22937,0.2289378,0.11429,0.2278,6.491853,0.020789279
DKK1 (ng/ml),CA19-9 (U/ml),0.22842,0.18498766,0.14754,0.22693,6.491853,0.20840426
sPECAM-1 (pg/ml),PAR (pg/ml),0.22633,-0.020753905,0.016739994,0.22419,6.491853,0.49707535
Midkine (pg/ml),CD44 (ng/ml),0.22605,0.20580615,0.028740004,0.22401,6.491853,0.1422809
OPN (pg/ml),AFP (pg/ml),0.22551,0.20757146,0.09063,0.22364,6.491853,0.13393484
Thrombospondin-2 (pg/ml),OPN (pg/ml),0.22369,0.13912559,0.11152001,0.22188,6.491853,0.29079962
sEGFR (pg/ml),CYFRA 21-1 (pg/ml),0.22306,0.22178994,0.12209,0.22172,6.491853,-0.035637848
DKK1 (ng/ml),AFP (pg/ml),0.22216,0.22201924,0.14484999,0.22047,6.491853,0.01186403
sFas (pg/ml),NSE (ng/ml),0.22165,0.22028095,0.100490004,0.21961,6.491853,0.03700072
IL-8 (pg/ml),DKK1 (ng/ml),0.22121,0.21877372,0.12246,0.21945,6.491853,0.049358696
TIMP-2 (pg/ml),IL-8 (pg/ml),0.22053,0.21984369,0.11291,0.21866,6.491853,-0.026197655
Midkine (pg/ml),G-CSF (pg/ml),0.22024,0.22019066,0.108059995,0.21834,6.491853,-0.007023952
OPN (pg/ml),G-CSF (pg/ml),0.21956,0.16786939,0.1087,0.21745,6.491853,0.2273557
HE4 (pg/ml),Galectin-3 (ng/ml),0.21939,0.2191663,0.10401,0.21798,6.491853,0.014956844
Midkine (pg/ml),CYFRA 21-1 (pg/ml),0.21925,0.21921591,0.1015,0.21743,6.491853,0.005837403
Galectin-3 (ng/ml),CYFRA 21-1 (pg/ml),0.218,0.20941474,0.07647,0.21643,6.491853,0.09265671
Midkine (pg/ml),CA-125 (U/ml),0.2177,0.2169936,0.096580006,0.21603,6.491853,0.026578177
TGFa (pg/ml),sEGFR (pg/ml),0.21672,0.21671964,0.120160006,0.2155,6.491853,-5.99E-04
GDF15 (ng/ml),CA-125 (U/ml),0.21507,0.20964243,0.115959994,0.21357,6.491853,0.07367208
IL-8 (pg/ml),CD44 (ng/ml),0.21368,0.21299982,0.09303,0.21139,6.491853,-0.026080158
TIMP-2 (pg/ml),FGF2 (pg/ml),0.2133,0.21321402,0.11709,0.21048,6.491853,0.009272886
TIMP-1 (pg/ml),AFP (pg/ml),0.21285,0.20822798,0.09523,0.21107,6.491853,0.06798547
Midkine (pg/ml),IL-6 (pg/ml),0.21243,0.21187113,0.09896,0.2108,6.491853,0.0236405
Prolactin (pg/ml),CYFRA 21-1 (pg/ml),0.21243,0.21240643,0.108849995,0.21071,6.491853,0.004855624
TIMP-1 (pg/ml),Cancer or Not,0.21148,0.12115657,0.14534,0.20939,6.491853,0.30053857
Thrombospondin-2 (pg/ml),Myeloperoxidase (ng/ml),0.21086,0.20319715,0.10187,0.20879,6.491853,0.087537676
sHER2/sEGFR2/sErbB2 (pg/ml),HE4 (pg/ml),0.21064,0.21022896,0.10496999,0.20936,6.491853,0.02027399
TIMP-1 (pg/ml),CA-125 (U/ml),0.20998,0.17400709,0.083689995,0.20838,6.491853,0.18966524
TIMP-1 (pg/ml),Midkine (pg/ml),0.20993,0.20551136,0.010650009,0.20811,6.491853,0.0664729
TGFa (pg/ml),Myeloperoxidase (ng/ml),0.20941,0.20675199,0.067389995,0.20803,6.491853,0.05155589
IL-6 (pg/ml),Galectin-3 (ng/ml),0.20937,0.2062887,0.07279,0.20742,6.491853,0.05550954
Mesothelin (ng/ml),Kallikrein-6 (pg/ml),0.20894,0.106561445,0.018669993,0.20681,6.491853,0.3199665
TIMP-2 (pg/ml),CD44 (ng/ml),0.20887,0.04137622,0.02628,0.20699,6.491853,0.40926003
Myeloperoxidase (ng/ml),AFP (pg/ml),0.20835,0.17165032,0.08332001,0.20666,6.491853,0.1915716
Kallikrein-6 (pg/ml),CD44 (ng/ml),0.20802,0.10341662,0.015770003,0.20574,6.491853,0.32342446
OPN (pg/ml),CA-125 (U/ml),0.20743,0.18805559,0.065359995,0.20567,6.491853,0.13919203
sEGFR (pg/ml),FGF2 (pg/ml),0.20579,0.16994733,0.06792,0.2037,6.491853,-0.1893216
Myeloperoxidase (ng/ml),G-CSF (pg/ml),0.2054,0.16948359,0.07834,0.20349,6.491853,0.18951626
OPN (pg/ml),Myeloperoxidase (ng/ml),0.20459,0.103479266,0.024539992,0.20239,6.491853,0.31797913
Thrombospondin-2 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.20423,0.08411554,0.07435,0.20225,6.491853,0.34657532
TGFa (pg/ml),Prolactin (pg/ml),0.20387,0.20351215,0.1023,0.2026,6.491853,0.018916976
TGFa (pg/ml),Galectin-3 (ng/ml),0.20327,0.20153421,0.041700006,0.20206,6.491853,0.04166278
Kallikrein-6 (pg/ml),HE4 (pg/ml),0.20324,0.19206099,0.107429996,0.20166,6.491853,0.10573083
IL-8 (pg/ml),Galectin-3 (ng/ml),0.20258,0.17673106,0.028110012,0.20087,6.491853,0.16077606
