X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
TGFa (pg/ml),HGF (pg/ml),0.41699,0.40691856,0.18926,0.41699,5.9541965,0.10035658
IL-8 (pg/ml),IL-6 (pg/ml),0.40822,0.40400764,0.086710006,0.40822,5.9541965,0.06490256
sFas (pg/ml),AFP (pg/ml),0.40246,0.3999201,0.20202,0.40246,5.9541965,0.050397467
IL-8 (pg/ml),HGF (pg/ml),0.39773,0.3666846,0.048829973,0.39773,5.9541965,0.17619705
Thrombospondin-2 (pg/ml),sFas (pg/ml),0.3953,0.3757482,0.22919999,0.3953,5.9068904,0.13982785
IL-8 (pg/ml),CYFRA 21-1 (pg/ml),0.39261,0.3919493,0.062219992,0.39261,5.9541965,0.025704632
IL-6 (pg/ml),HGF (pg/ml),0.38374,0.34949893,0.023890018,0.38374,5.9541965,0.18504342
Myeloperoxidase (ng/ml),HGF (pg/ml),0.3809,0.23567966,0.038690016,0.3809,5.9541965,0.38107786
HE4 (pg/ml),G-CSF (pg/ml),0.37155,0.37126505,0.09268001,0.37155,5.9541965,-0.016880374
HE4 (pg/ml),CA-125 (U/ml),0.37039,0.3542544,0.10659,0.37039,5.9541965,0.12702599
HE4 (pg/ml),CD44 (ng/ml),0.36614,0.33935675,0.22081001,0.36614,5.9541965,0.16365588
CYFRA 21-1 (pg/ml),CA19-9 (U/ml),0.36331,0.34968787,0.09199999,0.3536,5.97728,0.11671393
Thrombospondin-2 (pg/ml),HE4 (pg/ml),0.36234,0.3567469,0.12655002,0.36234,5.9541965,0.07478706
FGF2 (pg/ml),CYFRA 21-1 (pg/ml),0.36137,0.35023662,0.11724,0.36137,5.9541965,0.10551482
IL-6 (pg/ml),CA19-9 (U/ml),0.36043,0.360278,0.16807,0.36043,5.9541965,-0.012328795
CA19-9 (U/ml),CA-125 (U/ml),0.35996,0.26074648,0.053440005,0.31865,5.9068904,0.31498176
HE4 (pg/ml),AFP (pg/ml),0.35981,0.35928258,0.093070015,0.3589,5.97728,-0.022965388
IL-6 (pg/ml),CYFRA 21-1 (pg/ml),0.35768,0.3576517,0.058080018,0.35768,5.9541965,-0.005318717
sHER2/sEGFR2/sErbB2 (pg/ml),sEGFR (pg/ml),0.33532,0.26472425,0.012979999,0.33532,5.9541965,0.2656986
CYFRA 21-1 (pg/ml),CD44 (ng/ml),0.33353,0.3334361,0.19895001,0.33353,5.9541965,0.009691081
G-CSF (pg/ml),CD44 (ng/ml),0.33108,0.3151052,0.15741,0.33108,5.9541965,-0.12639144
TGFa (pg/ml),IL-8 (pg/ml),0.33081,0.33047712,0.05866,0.33081,5.9541965,0.018245364
TIMP-1 (pg/ml),OPG (ng/ml),0.32932,0.3277099,0.097430006,0.32932,5.9541965,0.040126216
TIMP-2 (pg/ml),HE4 (pg/ml),0.32725,0.31578243,0.20403999,0.32725,5.9541965,0.10708677
HGF (pg/ml),HE4 (pg/ml),0.32335,0.32310376,0.07955001,0.32335,5.9541965,0.015692474
CYFRA 21-1 (pg/ml),AFP (pg/ml),0.32189,0.32185903,0.079390004,0.32189,5.9541965,-0.0055636764
TGFa (pg/ml),CD44 (ng/ml),0.31854,0.31852606,0.19123,0.31854,5.9541965,0.0037335653
CD44 (ng/ml),AFP (pg/ml),0.31713,0.31421095,0.20371,0.31713,5.9541965,-0.05402823
G-CSF (pg/ml),CYFRA 21-1 (pg/ml),0.31466,0.3141732,0.067920014,0.27719,5.97728,0.022063889
sFas (pg/ml),FGF2 (pg/ml),0.31397,0.3058841,0.13408001,0.31397,5.9541965,0.0899217
HGF (pg/ml),CYFRA 21-1 (pg/ml),0.31392,0.3104302,0.049569994,0.31392,5.9541965,0.059074473
TIMP-2 (pg/ml),G-CSF (pg/ml),0.30986,0.27618834,0.13935,0.30986,5.9541965,-0.18349837
NSE (ng/ml),CYFRA 21-1 (pg/ml),0.30308,0.29712936,0.11759001,0.30308,5.9541965,0.0771404
sFas (pg/ml),CD44 (ng/ml),0.29964,0.29962763,0.06999999,0.29964,5.9541965,0.003515295
IL-8 (pg/ml),HE4 (pg/ml),0.29938,0.29936165,0.042250007,0.29938,5.9541965,-0.004285881
NSE (ng/ml),DKK1 (ng/ml),0.29894,0.06697594,0.052970007,0.29894,5.9541965,0.48162648
IL-6 (pg/ml),CD44 (ng/ml),0.29849,0.2984846,0.17956999,0.29849,5.9541965,0.0023197127
OPN (pg/ml),HGF (pg/ml),0.29842,0.17415585,0.027759999,0.29842,5.9541965,0.35251123
CYFRA 21-1 (pg/ml),CA-125 (U/ml),0.2972,0.076036364,0.07598999,0.2972,5.9541965,0.47028038
IL-6 (pg/ml),FGF2 (pg/ml),0.2961,0.2952167,0.09905,0.2961,5.9541965,-0.029720059
Thrombospondin-2 (pg/ml),CD44 (ng/ml),0.29608,0.24840565,0.15551999,0.29608,5.9541965,0.21834455
TIMP-2 (pg/ml),TGFa (pg/ml),0.29537,0.2952785,0.15587,0.29537,5.9541965,-0.009566822
Thrombospondin-2 (pg/ml),CYFRA 21-1 (pg/ml),0.29302,0.22942606,0.10289,0.29302,5.9541965,0.2521784
Myeloperoxidase (ng/ml),IL-6 (pg/ml),0.29241,0.25311208,0.14818001,0.29241,5.9541965,0.19823703
Mesothelin (ng/ml),CD44 (ng/ml),0.29157,0.2118854,0.008510001,0.29157,5.9541965,0.28228465
sFas (pg/ml),HGF (pg/ml),0.2911,0.2889006,0.10632999,0.2911,5.7548876,0.04689741
sHER2/sEGFR2/sErbB2 (pg/ml),CD44 (ng/ml),0.28973,0.20528081,0.033000022,0.28973,5.9541965,0.29060146
TIMP-1 (pg/ml),IL-6 (pg/ml),0.28967,0.246068,0.11347999,0.28967,5.9541965,0.20881091
OPG (ng/ml),GDF15 (ng/ml),0.28906,0.28692406,0.06264,0.28906,5.9541965,0.046215996
CD44 (ng/ml),CA-125 (U/ml),0.28697,0.28606522,0.16983,0.28697,5.9541965,-0.030079253
Myeloperoxidase (ng/ml),Galectin-3 (ng/ml),0.28282,0.118861824,0.022050008,0.28282,5.9541965,0.40491748
CA19-9 (U/ml),AFP (pg/ml),0.28116,0.28100395,0.074350014,0.25162,5.97728,-0.012492338
NSE (ng/ml),IL-6 (pg/ml),0.28082,0.280811,0.09966,0.28082,5.9541965,-0.0030002915
Thrombospondin-2 (pg/ml),IL-6 (pg/ml),0.28055,0.26558098,0.09644,0.28055,5.9541965,0.12234793
sFas (pg/ml),IL-8 (pg/ml),0.28014,0.27978054,0.06593001,0.28014,5.807355,0.0189596
IL-8 (pg/ml),CA19-9 (U/ml),0.27991,0.27975383,0.076409996,0.27991,5.9541965,0.012496854
TIMP-2 (pg/ml),IL-6 (pg/ml),0.27905,0.26968798,0.13076,0.27905,5.9541965,-0.096757494
CD44 (ng/ml),CA19-9 (U/ml),0.27794,0.27629003,0.13485,0.27794,5.9541965,0.04062003
Thrombospondin-2 (pg/ml),PAR (pg/ml),0.27768,0.19605288,0.06324001,0.27768,5.9541965,0.2857046
HGF (pg/ml),G-CSF (pg/ml),0.27767,0.25269392,0.04269001,0.27767,5.9541965,0.15803821
NSE (ng/ml),HE4 (pg/ml),0.27472,0.27200368,0.10391,0.27472,5.9541965,-0.052118335
NSE (ng/ml),FGF2 (pg/ml),0.27445,0.17978957,0.057930008,0.27445,5.9541965,0.30766934
TIMP-1 (pg/ml),DKK1 (ng/ml),0.27223,0.1473712,0.07038,0.27223,5.9541965,0.35335365
Thrombospondin-2 (pg/ml),CA19-9 (U/ml),0.27181,0.26500994,0.09147,0.27181,5.807355,0.08246245
sPECAM-1 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.26896,0.187197,0.008480012,0.26896,5.9541965,0.28594232
OPN (pg/ml),GDF15 (ng/ml),0.26782,0.12388314,0.030039996,0.26782,5.9541965,0.37939012
G-CSF (pg/ml),CA19-9 (U/ml),0.26629,0.26596025,0.03995,0.24885,5.97728,-0.01815977
OPN (pg/ml),IL-8 (pg/ml),0.26566,0.2556541,0.01839,0.26566,5.9541965,0.10002944
TIMP-1 (pg/ml),IL-8 (pg/ml),0.26559,0.25495923,0.03569001,0.26559,5.9541965,0.1031057
Thrombospondin-2 (pg/ml),IL-8 (pg/ml),0.26535,0.2642259,0.12877999,0.26535,5.9541965,0.033528022
FGF2 (pg/ml),CD44 (ng/ml),0.26449,0.264404,0.111230016,0.26449,5.9541965,-0.009273774
OPN (pg/ml),IL-6 (pg/ml),0.26401,0.20643356,0.07672,0.26401,5.9541965,0.23995093
sEGFR (pg/ml),HE4 (pg/ml),0.26383,0.25888628,0.13911,0.26383,5.9541965,0.07031163
sHER2/sEGFR2/sErbB2 (pg/ml),HE4 (pg/ml),0.26197,0.26161808,0.13246,0.26197,5.9541965,0.018759616
Thrombospondin-2 (pg/ml),HGF (pg/ml),0.26087,0.23357147,0.10261001,0.26087,5.9541965,0.16522272
NSE (ng/ml),G-CSF (pg/ml),0.25978,0.24345845,0.081,0.25978,5.9541965,0.12775579
DKK1 (ng/ml),CYFRA 21-1 (pg/ml),0.25957,0.24686052,0.10581,0.25957,5.9541965,0.11273635
IL-8 (pg/ml),GDF15 (ng/ml),0.25803,0.25685236,0.018380001,0.25803,5.9541965,0.034316774
NSE (ng/ml),HGF (pg/ml),0.25571,0.2510732,0.013329998,0.25571,5.9541965,0.06809407
Thrombospondin-2 (pg/ml),G-CSF (pg/ml),0.25469,0.25097975,0.075629994,0.22666,5.97728,0.060911857
Myeloperoxidase (ng/ml),CYFRA 21-1 (pg/ml),0.25333,0.2531353,0.08197,0.25333,5.9541965,0.013953402
TIMP-1 (pg/ml),HGF (pg/ml),0.25307,0.17632122,0.026370004,0.25307,5.9541965,0.27703568
IL-8 (pg/ml),G-CSF (pg/ml),0.2529,0.24353682,0.072359994,0.2529,5.9541965,0.09676359
TIMP-2 (pg/ml),CYFRA 21-1 (pg/ml),0.25272,0.2517919,0.1134,0.25272,5.9541965,-0.03046497
Thrombospondin-2 (pg/ml),Myeloperoxidase (ng/ml),0.25131,0.24626671,0.113110006,0.25131,5.9541965,0.07101604
Thrombospondin-2 (pg/ml),DKK1 (ng/ml),0.25109,0.24222386,0.16101998,0.25109,5.9541965,0.09416017
Thrombospondin-2 (pg/ml),OPG (ng/ml),0.25089,0.23687933,0.12810999,0.25089,5.9541965,0.118366584
TIMP-1 (pg/ml),OPN (pg/ml),0.25016,0.03782648,0.013220012,0.25016,5.9541965,0.46079662
Midkine (pg/ml),CD44 (ng/ml),0.24979,0.22843492,0.011790007,0.24979,5.9541965,0.14613378
TIMP-1 (pg/ml),Myeloperoxidase (ng/ml),0.24953,0.21452595,0.02775,0.24953,5.9541965,0.1870937
IL-8 (pg/ml),FGF2 (pg/ml),0.24819,0.24696252,0.05348,0.24819,5.9541965,0.035035457
sHER2/sEGFR2/sErbB2 (pg/ml),G-CSF (pg/ml),0.24522,0.24370717,0.11122999,0.24522,5.9541965,-0.038895335
HE4 (pg/ml),DKK1 (ng/ml),0.24481,0.24325214,0.13409999,0.24481,5.9541965,0.039469626
FGF2 (pg/ml),CA-125 (U/ml),0.24447,0.23785822,0.07843,0.24447,5.9541965,0.08131282
TIMP-2 (pg/ml),CA19-9 (U/ml),0.24337,0.24229018,0.10750001,0.24337,5.9541965,0.032860477
TIMP-2 (pg/ml),TIMP-1 (pg/ml),0.24326,0.14860725,0.0273,0.24326,5.9541965,0.30765685
IL-6 (pg/ml),AFP (pg/ml),0.24256,0.2409204,0.08102,0.24256,5.9541965,0.040492028
G-CSF (pg/ml),AFP (pg/ml),0.24221,0.24156752,0.07389,0.22077,5.97728,0.025347117
IL-6 (pg/ml),GDF15 (ng/ml),0.23935,0.23111753,0.087160006,0.23935,5.9541965,0.090732954
sPECAM-1 (pg/ml),PAR (pg/ml),0.2391,0.015513435,0.026930004,0.2391,5.9541965,0.4728494
Myeloperoxidase (ng/ml),DKK1 (ng/ml),0.23879,0.19818339,0.05416,0.23879,5.9541965,0.20151085
sPECAM-1 (pg/ml),AXL (pg/ml),0.23856,0.04288864,0.025900006,0.23856,5.9541965,0.44234756
TIMP-2 (pg/ml),Thrombospondin-2 (pg/ml),0.23842,0.21991037,0.10009,0.23842,5.9541965,0.13605009
sHER2/sEGFR2/sErbB2 (pg/ml),AFP (pg/ml),0.23822,0.23795974,0.095479995,0.23822,5.9541965,-0.016132656
NSE (ng/ml),Myeloperoxidase (ng/ml),0.23802,0.19112477,0.051459998,0.23802,5.9541965,0.21655309
Mesothelin (ng/ml),Kallikrein-6 (pg/ml),0.23739,0.14782405,0.015999995,0.23739,5.9541965,0.2992757
FGF2 (pg/ml),CA19-9 (U/ml),0.23702,0.22145525,0.08438,0.23089,5.97728,0.12475877
OPG (ng/ml),IL-6 (pg/ml),0.23692,0.23284747,0.0827,0.23692,5.9541965,0.06381637
Myeloperoxidase (ng/ml),IL-8 (pg/ml),0.23675,0.22287425,0.038660005,0.23675,5.9541965,0.11779541
TIMP-1 (pg/ml),Thrombospondin-2 (pg/ml),0.23617,0.06558363,0.06979,0.23617,5.9541965,0.41302103
HGF (pg/ml),CD44 (ng/ml),0.23614,0.2305081,0.070159994,0.23614,5.9541965,-0.075045906
Myeloperoxidase (ng/ml),HE4 (pg/ml),0.23609,0.23602003,0.13350001,0.23609,5.9541965,-0.008365281
HGF (pg/ml),Galectin-3 (ng/ml),0.23604,0.039381698,0.02324,0.23604,5.9541965,0.44346172
sEGFR (pg/ml),AFP (pg/ml),0.23546,0.23017336,0.11220001,0.23546,5.9541965,-0.07270929
HGF (pg/ml),FGF2 (pg/ml),0.2354,0.22690499,0.040060006,0.2354,5.9541965,0.092168435
Kallikrein-6 (pg/ml),CD44 (ng/ml),0.23536,0.17065646,0.030639991,0.23536,5.9541965,0.2543689
Thrombospondin-2 (pg/ml),AFP (pg/ml),0.23516,0.2196201,0.06200999,0.22662,5.9068904,0.12465914
TGFa (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.23425,0.2342228,0.11854,0.23425,5.9541965,-0.0052144644
HGF (pg/ml),CA19-9 (U/ml),0.23404,0.23090614,0.050359994,0.23404,5.9541965,0.05598086
PAR (pg/ml),Midkine (pg/ml),0.23348,0.23184063,0.019050002,0.23348,5.9541965,0.040489197
IL-6 (pg/ml),CA-125 (U/ml),0.23341,0.2331932,0.049730003,0.23341,5.9541965,-0.0147242425
TGFa (pg/ml),NSE (ng/ml),0.2325,0.23248355,0.05894,0.2325,5.9541965,0.004056233
sEGFR (pg/ml),CD44 (ng/ml),0.23131,0.07791276,0.023949996,0.23131,5.9541965,0.3916596
NSE (ng/ml),CA19-9 (U/ml),0.23091,0.23077777,0.08979,0.23091,5.9541965,-0.011499412
Myeloperoxidase (ng/ml),G-CSF (pg/ml),0.23043,0.20030563,0.08504999,0.23043,5.9541965,0.17356376
TGFa (pg/ml),sEGFR (pg/ml),0.22929,0.22922766,0.110929996,0.22929,5.9541965,0.007895176
TIMP-2 (pg/ml),sFas (pg/ml),0.22911,0.2263971,0.07558,0.22911,5.9541965,0.052085605
OPN (pg/ml),Myeloperoxidase (ng/ml),0.22769,0.15577865,0.021990001,0.22769,5.9541965,0.26816294
Thrombospondin-2 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.22718,0.07975343,0.07736,0.22718,5.9541965,0.38396168
TIMP-2 (pg/ml),AFP (pg/ml),0.22696,0.22479555,0.108,0.22696,5.9541965,-0.046523735
sFas (pg/ml),NSE (ng/ml),0.22672,0.22036248,0.04975,0.22672,5.9541965,0.07973407
IL-8 (pg/ml),CA-125 (U/ml),0.22645,0.22644426,0.04593,0.22645,5.9541965,0.0023964979
G-CSF (pg/ml),CA-125 (U/ml),0.2264,0.22626536,0.07976,0.2264,5.9068904,-0.011603833
PAR (pg/ml),AXL (pg/ml),0.22573,0.053040326,0.014119998,0.22573,5.9541965,0.41555947
TIMP-2 (pg/ml),CD44 (ng/ml),0.22545,0.06420942,0.021579996,0.22545,5.9541965,0.40154773
sHER2/sEGFR2/sErbB2 (pg/ml),sFas (pg/ml),0.22526,0.21749237,0.07603001,0.22526,5.9541965,0.08813417
CD44 (ng/ml),AXL (pg/ml),0.2239,0.019560695,0.016279995,0.2239,5.9541965,0.45203906
Midkine (pg/ml),HE4 (pg/ml),0.22321,0.22319834,0.08494,0.22321,5.9541965,-0.003415611
TIMP-2 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.22313,0.17607078,0.02031,0.22313,5.9541965,0.21693136
Thrombospondin-2 (pg/ml),sPECAM-1 (pg/ml),0.22284,0.12310218,0.04030001,0.22284,5.9541965,0.31581295
sHER2/sEGFR2/sErbB2 (pg/ml),IL-6 (pg/ml),0.22266,0.22123729,0.100090005,0.22266,5.9541965,-0.03771884
Midkine (pg/ml),Mesothelin (ng/ml),0.22259,0.22139683,0.04079999,0.22259,5.9541965,0.03454217
sHER2/sEGFR2/sErbB2 (pg/ml),CYFRA 21-1 (pg/ml),0.2213,-0.38005716,0.098620005,0.2213,5.9541965,0.7754722
IL-6 (pg/ml),Galectin-3 (ng/ml),0.22058,0.22006148,0.09606,0.22058,5.9541965,0.022770874
G-CSF (pg/ml),DKK1 (ng/ml),0.22021,0.19674052,0.11259,0.22021,5.9541965,0.15319753
TIMP-1 (pg/ml),PAR (pg/ml),0.21987,0.11474426,0.016320005,0.21987,5.9541965,0.324231
Galectin-3 (ng/ml),CYFRA 21-1 (pg/ml),0.21861,0.21096914,0.06086,0.21861,5.9541965,0.08741209
TIMP-1 (pg/ml),CYFRA 21-1 (pg/ml),0.2185,0.1919254,0.06528,0.2185,5.9541965,0.16301715
Thrombospondin-2 (pg/ml),NSE (ng/ml),0.21837,0.21636929,0.093990006,0.21837,5.9541965,0.044729374
Myeloperoxidase (ng/ml),CA19-9 (U/ml),0.21823,0.21810707,0.09041999,0.21823,5.9541965,0.011087035
TIMP-2 (pg/ml),FGF2 (pg/ml),0.21732,0.21729365,0.06797999,0.21732,5.9541965,0.0051321727
sEGFR (pg/ml),CYFRA 21-1 (pg/ml),0.217,0.21630812,0.0736,0.217,5.9541965,-0.026303519
Thrombospondin-2 (pg/ml),sEGFR (pg/ml),0.21684,0.20851032,0.07234,0.21684,5.9541965,0.09126702
sHER2/sEGFR2/sErbB2 (pg/ml),AXL (pg/ml),0.21538,0.15309954,0.019879997,0.21538,5.9541965,0.24956053
sEGFR (pg/ml),FGF2 (pg/ml),0.2152,0.20287947,0.07263,0.2152,5.9541965,-0.11099788
OPG (ng/ml),HGF (pg/ml),0.21454,0.21429245,0.07911001,0.21454,5.9541965,0.01573372
TIMP-2 (pg/ml),OPG (ng/ml),0.21426,0.21387318,0.038230002,0.21426,5.9541965,0.019667892
G-CSF (pg/ml),Galectin-3 (ng/ml),0.21175,0.20850614,0.043840006,0.21175,5.9541965,0.056954917
OPG (ng/ml),IL-8 (pg/ml),0.21129,0.21125817,0.06284,0.21129,5.9541965,-0.005641569
Thrombospondin-2 (pg/ml),CA-125 (U/ml),0.21097,0.18967961,0.07596,0.21097,5.9541965,0.14591226
IL-8 (pg/ml),AFP (pg/ml),0.2108,0.2106545,0.05811,0.2108,5.9541965,0.012063045
HGF (pg/ml),GDF15 (ng/ml),0.21072,0.1741932,0.04174,0.21072,5.9541965,0.19111983
DKK1 (ng/ml),AFP (pg/ml),0.21066,0.21048898,0.11280999,0.21066,5.9541965,0.01307774
sEGFR (pg/ml),AXL (pg/ml),0.20995,0.05717127,0.007020004,0.20995,5.9541965,0.3908692
sEGFR (pg/ml),CA19-9 (U/ml),0.20955,0.20937721,0.08929001,0.20955,5.9541965,-0.013144481
DKK1 (ng/ml),CA19-9 (U/ml),0.20939,0.128517,0.073860005,0.20939,5.9541965,0.28438178
Myeloperoxidase (ng/ml),FGF2 (pg/ml),0.20922,0.20641993,0.05668001,0.20922,5.9541965,0.052915722
IL-6 (pg/ml),DKK1 (ng/ml),0.209,0.20260248,0.085090004,0.209,5.9541965,0.07998457
Midkine (pg/ml),G-CSF (pg/ml),0.20671,0.20627056,0.06338,0.20671,5.9541965,-0.02096269
Kallikrein-6 (pg/ml),HE4 (pg/ml),0.20623,0.1947384,0.08422,0.20623,5.9541965,0.107198894
sEGFR (pg/ml),G-CSF (pg/ml),0.20564,0.19307953,0.08364999,0.20564,5.9541965,-0.11207351
FGF2 (pg/ml),AFP (pg/ml),0.20558,0.19443914,0.043080002,0.20558,5.9541965,0.10555025
sPECAM-1 (pg/ml),sEGFR (pg/ml),0.20551,0.037515193,0.009760007,0.20551,5.9541965,0.4098717
TIMP-2 (pg/ml),Mesothelin (ng/ml),0.20525,0.15926391,0.025519997,0.20525,5.9541965,0.21444368
sHER2/sEGFR2/sErbB2 (pg/ml),Midkine (pg/ml),0.2047,0.1982358,0.023480006,0.2047,5.9541965,0.08040025
sHER2/sEGFR2/sErbB2 (pg/ml),FGF2 (pg/ml),0.20464,0.19397649,0.043180004,0.20464,5.9541965,0.10326426
TIMP-1 (pg/ml),CA19-9 (U/ml),0.20451,0.19545808,0.06773999,0.20451,5.9541965,0.095141605
G-CSF (pg/ml),FGF2 (pg/ml),0.20442,0.2042174,0.059940003,0.20442,5.9541965,0.014233778
Mesothelin (ng/ml),HE4 (pg/ml),0.20336,0.17592804,0.080979995,0.20336,5.9541965,0.16562597
OPG (ng/ml),HE4 (pg/ml),0.20257,0.20256571,0.081360005,0.20257,5.9541965,0.0020706507
PAR (pg/ml),DKK1 (ng/ml),0.20243,0.100926615,0.067279994,0.20243,5.9541965,0.31859595
CA-125 (U/ml),AFP (pg/ml),0.20227,0.20203657,0.044960007,0.19808,5.9068904,-0.015278266
HGF (pg/ml),CA-125 (U/ml),0.20221,0.20150648,0.037320003,0.20221,5.9541965,0.026523946
Myeloperoxidase (ng/ml),AFP (pg/ml),0.20181,0.16923134,0.07527,0.20181,5.9541965,0.18049559
OPG (ng/ml),CYFRA 21-1 (pg/ml),0.20174,0.20148414,0.07495,0.20174,5.9541965,0.015995383
OPN (pg/ml),Galectin-3 (ng/ml),0.20109,0.15179865,0.021680005,0.20109,5.9541965,0.22201653
sPECAM-1 (pg/ml),Midkine (pg/ml),0.20039,0.19931768,0.030369997,0.20039,5.9541965,0.032746296
sEGFR (pg/ml),IL-6 (pg/ml),0.2003,0.1957612,0.061490007,0.2003,5.9541965,-0.06737054
TGFa (pg/ml),DKK1 (ng/ml),0.1994,0.19384108,0.072909996,0.1994,5.9541965,0.07455806
HGF (pg/ml),DKK1 (ng/ml),0.19838,0.16965155,0.039349988,0.19838,5.9541965,0.16949464
TGFa (pg/ml),Myeloperoxidase (ng/ml),0.19794,0.19567055,0.052589998,0.19794,5.9541965,0.047638796
Galectin-3 (ng/ml),DKK1 (ng/ml),0.19787,0.14714254,0.05517,0.19787,5.9541965,0.22522756
TIMP-2 (pg/ml),HGF (pg/ml),0.19721,0.19715968,0.056710005,0.19721,5.9541965,0.0070935036
Thrombospondin-2 (pg/ml),OPN (pg/ml),0.19681,0.09070763,0.047230005,0.19681,5.9541965,0.3257336
TIMP-2 (pg/ml),Midkine (pg/ml),0.19679,0.19017549,0.012699999,0.19679,5.9541965,0.081329614
NSE (ng/ml),IL-8 (pg/ml),0.19665,0.19646771,0.03523001,0.19665,5.9541965,-0.0135010695
IL-8 (pg/ml),Galectin-3 (ng/ml),0.19637,0.17160359,0.013169996,0.19637,5.9541965,0.15737347
Thrombospondin-2 (pg/ml),Kallikrein-6 (pg/ml),0.19627,0.19523495,0.08201,0.19627,5.9541965,-0.03217225
Midkine (pg/ml),AFP (pg/ml),0.19622,0.19596384,0.07139,0.19622,5.9541965,-0.016004868
Kallikrein-6 (pg/ml),AFP (pg/ml),0.19567,0.1943755,0.07063,0.19567,5.9541965,-0.035979025
OPN (pg/ml),CYFRA 21-1 (pg/ml),0.19546,0.16632842,0.042570002,0.19546,5.9541965,0.1706798
sHER2/sEGFR2/sErbB2 (pg/ml),Kallikrein-6 (pg/ml),0.19504,0.1879059,0.0094500035,0.19504,5.9541965,0.084463656
NSE (ng/ml),AFP (pg/ml),0.19503,0.1931851,0.068739995,0.19503,5.9541965,0.042952217
Thrombospondin-2 (pg/ml),Midkine (pg/ml),0.19455,0.19379413,0.04959,0.19455,5.9541965,0.027493037
sHER2/sEGFR2/sErbB2 (pg/ml),Mesothelin (ng/ml),0.19409,0.193372,0.021299988,0.19409,5.9541965,0.02679555
Thrombospondin-2 (pg/ml),GDF15 (ng/ml),0.19386,0.10762045,0.05726999,0.19386,5.9541965,0.2936657
TGFa (pg/ml),Midkine (pg/ml),0.19345,0.19343846,0.075380005,0.19345,5.9541965,-0.0033974606
sHER2/sEGFR2/sErbB2 (pg/ml),Endoglin (pg/ml),0.19301,0.1424727,0.025210008,0.19301,5.9541965,0.22480504
Midkine (pg/ml),CA19-9 (U/ml),0.19291,0.19271395,0.066740006,0.19291,5.9541965,0.014001993
Kallikrein-6 (pg/ml),G-CSF (pg/ml),0.19208,0.17699084,0.040819995,0.19208,5.9541965,-0.12283795
sPECAM-1 (pg/ml),G-CSF (pg/ml),0.19136,0.18899299,0.059729993,0.19136,5.9541965,0.04865187
