X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
IL-8 (pg/ml),Galectin-3 (ng/ml),0.47773,0.46957666,0.08023,0.47773,4.0,0.09029589
IL-6 (pg/ml),GDF15 (ng/ml),0.47755,0.45877576,0.17043,0.47755,4.0,0.13701916
HGF (pg/ml),Galectin-3 (ng/ml),0.47589,0.12188861,0.037750006,0.47589,4.0,0.5949802
IL-8 (pg/ml),HE4 (pg/ml),0.47582,0.4758183,0.05884999,0.47582,4.0,-0.0013045085
HE4 (pg/ml),CA19-9 (U/ml),0.47474,0.47460526,0.043660015,0.47474,4.0,-0.011608183
TIMP-1 (pg/ml),Myeloperoxidase (ng/ml),0.46909,0.4563327,0.12342,0.46909,4.0,0.11294822
TIMP-1 (pg/ml),TGFa (pg/ml),0.46493,0.37012827,0.056679994,0.46493,4.0,0.30789888
TIMP-1 (pg/ml),IL-8 (pg/ml),0.46432,0.42904836,0.075130016,0.46432,4.0,0.18780747
TGFa (pg/ml),CA19-9 (U/ml),0.45473,0.45470825,0.109799996,0.45473,4.0,-0.0046652243
HGF (pg/ml),DKK1 (ng/ml),0.45345,0.34487668,0.07854,0.45345,4.0,0.32950467
HE4 (pg/ml),DKK1 (ng/ml),0.45222,0.43121687,0.095669985,0.45222,4.0,0.14492455
TIMP-1 (pg/ml),GDF15 (ng/ml),0.45211,0.33581072,0.04975,0.45211,4.0,0.3410268
TGFa (pg/ml),IL-6 (pg/ml),0.45173,0.44987622,0.10386002,0.45173,4.0,0.04305576
Thrombospondin-2 (pg/ml),CA19-9 (U/ml),0.44756,0.44613814,0.21062002,0.44756,4.0,0.03770777
OPG (ng/ml),GDF15 (ng/ml),0.44213,0.43978965,0.16674,0.44213,4.0,-0.048377257
TGFa (pg/ml),OPN (pg/ml),0.43943,0.3827548,0.13273,0.43943,4.0,0.2380655
HGF (pg/ml),HE4 (pg/ml),0.43827,0.38454014,0.122260004,0.43827,4.0,0.23179702
IL-6 (pg/ml),G-CSF (pg/ml),0.43823,0.07590431,0.10338998,0.43823,4.0,0.60193497
CA19-9 (U/ml),AFP (pg/ml),0.43729,0.43693545,0.04291001,0.43729,4.0,-0.01882981
OPN (pg/ml),HGF (pg/ml),0.43685,0.21069513,0.05987999,0.43685,4.0,0.47555745
TIMP-1 (pg/ml),HGF (pg/ml),0.4356,0.2971223,0.10359001,0.4356,4.0,0.37212592
OPN (pg/ml),IL-6 (pg/ml),0.43547,0.3473219,0.045330003,0.43547,4.0,0.2968975
IL-8 (pg/ml),CYFRA 21-1 (pg/ml),0.42662,0.4265025,0.07880002,0.42662,4.0,-0.010839928
DKK1 (ng/ml),CA19-9 (U/ml),0.42115,0.42114973,0.043300003,0.42115,4.0,-5.2579475E-4
TGFa (pg/ml),CA-125 (U/ml),0.41992,0.41710484,0.09691998,0.41992,4.0,0.053058144
Thrombospondin-2 (pg/ml),CYFRA 21-1 (pg/ml),0.41618,0.4147819,0.103870004,0.41618,4.0,-0.037391413
CYFRA 21-1 (pg/ml),CA19-9 (U/ml),0.41548,0.41528118,0.14883998,0.41548,4.0,0.014100487
TIMP-1 (pg/ml),OPN (pg/ml),0.41193,0.15728292,0.078400016,0.41193,4.0,0.5046257
NSE (ng/ml),DKK1 (ng/ml),0.40799,0.13572747,0.06432,0.40799,4.0,0.5217878
TIMP-1 (pg/ml),DKK1 (ng/ml),0.40677,0.29581755,0.076519996,0.40677,4.0,0.33309525
Thrombospondin-2 (pg/ml),HGF (pg/ml),0.40564,0.36364904,0.22328,0.40564,3.807355,0.20491697
PAR (pg/ml),Galectin-3 (ng/ml),0.40547,0.19248846,0.068890005,0.40547,4.0,0.46149924
PAR (pg/ml),IL-8 (pg/ml),0.40334,0.38844773,0.08629,0.40334,4.0,0.12203393
TGFa (pg/ml),FGF2 (pg/ml),0.39705,0.33703512,0.15938999,0.39705,4.0,0.24497935
HE4 (pg/ml),CA-125 (U/ml),0.39261,0.38812074,0.09414001,0.39261,4.0,0.06700193
sFas (pg/ml),Myeloperoxidase (ng/ml),0.39204,0.3872867,0.16608001,0.39204,4.0,-0.068944395
FGF2 (pg/ml),CA19-9 (U/ml),0.39156,0.38950524,0.16129999,0.39156,4.0,0.045329332
IL-6 (pg/ml),DKK1 (ng/ml),0.39136,0.39068228,0.10427001,0.39136,4.0,0.026033577
TGFa (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.38808,0.3816746,0.08969,0.38808,4.0,0.08003381
TIMP-1 (pg/ml),HE4 (pg/ml),0.38698,0.2795081,0.044510007,0.38698,4.0,0.32782906
OPN (pg/ml),Myeloperoxidase (ng/ml),0.38638,0.32116857,0.046480015,0.38638,4.0,0.25536525
PAR (pg/ml),DKK1 (ng/ml),0.38597,0.17128089,0.08955999,0.38597,4.0,0.46334556
sPECAM-1 (pg/ml),PAR (pg/ml),0.38566,0.28771394,0.15863,0.38566,4.0,0.3129633
OPG (ng/ml),AXL (pg/ml),0.38522,0.368243,0.072569996,0.38522,4.0,0.13029572
Thrombospondin-2 (pg/ml),Myeloperoxidase (ng/ml),0.38495,0.38370845,0.14623998,0.38495,4.0,0.03523571
OPN (pg/ml),IL-8 (pg/ml),0.38308,0.37776834,0.044359997,0.38308,4.0,0.07288119
Myeloperoxidase (ng/ml),DKK1 (ng/ml),0.37879,0.3335651,0.099539995,0.37879,4.0,0.21266147
Thrombospondin-2 (pg/ml),PAR (pg/ml),0.3785,0.32546642,0.08260003,0.3785,4.0,0.23029025
TGFa (pg/ml),PAR (pg/ml),0.37731,0.27286315,0.08977002,0.37731,3.807355,0.32318237
DKK1 (ng/ml),AFP (pg/ml),0.37574,0.37159818,0.09733999,0.37574,4.0,0.06435696
Midkine (pg/ml),HGF (pg/ml),0.37527,0.3296979,0.05590999,0.37527,4.0,-0.21347626
HGF (pg/ml),CYFRA 21-1 (pg/ml),0.37254,0.36671013,0.09783,0.37254,4.0,0.076353684
NSE (ng/ml),CA19-9 (U/ml),0.37218,0.37059954,0.16013001,0.37218,4.0,-0.03975535
Myeloperoxidase (ng/ml),Midkine (pg/ml),0.37146,0.32621825,0.09873998,0.37146,4.0,-0.21270105
sHER2/sEGFR2/sErbB2 (pg/ml),sEGFR (pg/ml),0.37128,0.16425432,0.038200006,0.37128,4.0,0.45500076
Thrombospondin-2 (pg/ml),DKK1 (ng/ml),0.37081,0.3689483,0.15384,0.37081,4.0,-0.043147296
Galectin-3 (ng/ml),DKK1 (ng/ml),0.36934,0.21388943,0.03254001,0.36934,4.0,0.3942722
OPG (ng/ml),HE4 (pg/ml),0.36888,0.36855155,0.14488,0.36888,3.807355,-0.01812338
GDF15 (ng/ml),Angiopoietin-2 (pg/ml),0.36883,0.36744744,0.18951,0.36883,4.0,0.03718266
DKK1 (ng/ml),CYFRA 21-1 (pg/ml),0.3682,0.36476627,0.14598,0.3682,4.0,0.05859809
Thrombospondin-2 (pg/ml),AFP (pg/ml),0.36447,0.36037132,0.14483,0.36447,4.0,0.06402089
IL-6 (pg/ml),HE4 (pg/ml),0.36367,0.33163658,0.035339996,0.36367,4.0,0.17897879
sEGFR (pg/ml),HGF (pg/ml),0.36292,0.313029,0.060229987,0.36292,4.0,-0.22336295
Myeloperoxidase (ng/ml),CD44 (ng/ml),0.36119,0.3231235,0.14782,0.36119,4.0,-0.19510636
IL-6 (pg/ml),Galectin-3 (ng/ml),0.35969,0.35138473,0.082949996,0.35969,4.0,-0.091133386
Myeloperoxidase (ng/ml),Mesothelin (ng/ml),0.35933,0.33065027,0.12350999,0.35933,4.0,-0.16935089
Midkine (pg/ml),IL-8 (pg/ml),0.35857,0.35414788,0.037819996,0.35857,4.0,-0.06649907
TGFa (pg/ml),NSE (ng/ml),0.35758,0.3560039,0.16102001,0.35758,4.0,0.03970019
Galectin-3 (ng/ml),AFP (pg/ml),0.35557,0.35174853,0.061479986,0.35557,4.0,-0.061817903
IL-6 (pg/ml),CYFRA 21-1 (pg/ml),0.35522,0.35521942,0.09282,0.35522,4.0,-7.5954676E-4
IL-8 (pg/ml),GDF15 (ng/ml),0.35289,0.3528811,0.076900005,0.35289,4.0,0.0029833333
HGF (pg/ml),CD44 (ng/ml),0.35205,0.31137532,0.039189994,0.35205,4.0,-0.20167969
sEGFR (pg/ml),FGF2 (pg/ml),0.3519,0.2654267,0.05466999,0.3519,4.0,-0.29406348
Myeloperoxidase (ng/ml),G-CSF (pg/ml),0.35104,0.3313101,0.07353002,0.35104,4.0,-0.14046325
Mesothelin (ng/ml),CD44 (ng/ml),0.34973,0.13976957,0.067830026,0.34973,4.0,0.4582144
NSE (ng/ml),IL-6 (pg/ml),0.34745,0.34554633,0.11369999,0.34745,4.0,-0.043630756
Thrombospondin-2 (pg/ml),Galectin-3 (ng/ml),0.34625,0.3452221,0.08758998,0.34625,4.0,-0.032061033
Myeloperoxidase (ng/ml),CYFRA 21-1 (pg/ml),0.34569,0.34452602,0.12734,0.34569,4.0,-0.03411746
Thrombospondin-2 (pg/ml),OPG (ng/ml),0.34508,0.342859,0.07842001,0.34508,4.0,-0.047127243
TGFa (pg/ml),OPG (ng/ml),0.34416,0.3439998,0.055759996,0.34416,3.807355,0.012656446
sEGFR (pg/ml),G-CSF (pg/ml),0.34261,0.3390049,0.06771,0.34261,4.0,-0.060042545
Thrombospondin-2 (pg/ml),IL-6 (pg/ml),0.34249,0.25577322,0.039989993,0.34249,4.0,0.2944771
OPN (pg/ml),HE4 (pg/ml),0.34229,0.2108269,0.06627002,0.34229,4.0,0.36257842
TIMP-1 (pg/ml),OPG (ng/ml),0.3408,0.3082466,0.027309999,0.3408,4.0,-0.18042555
HGF (pg/ml),CA19-9 (U/ml),0.34034,0.329981,0.07423,0.34034,4.0,0.101779096
TGFa (pg/ml),sEGFR (pg/ml),0.33995,0.32119086,0.04117,0.33995,4.0,0.136964
OPN (pg/ml),NSE (ng/ml),0.33994,0.33069503,0.08026001,0.33994,4.0,-0.09615089
Myeloperoxidase (ng/ml),CEA (pg/ml),0.33981,0.33309957,0.047810003,0.33981,4.0,0.08191727
OPN (pg/ml),DKK1 (ng/ml),0.33964,0.29542798,0.04237999,0.33964,4.0,0.2102665
TGFa (pg/ml),G-CSF (pg/ml),0.33874,0.3351423,0.10427,0.33874,4.0,-0.05998053
sEGFR (pg/ml),IL-6 (pg/ml),0.33793,0.30653232,0.12675999,0.33793,4.0,-0.17719391
OPG (ng/ml),DKK1 (ng/ml),0.33608,0.3180841,0.119320005,0.33608,4.0,-0.13414887
TIMP-1 (pg/ml),G-CSF (pg/ml),0.33552,0.3153507,0.028109998,0.33552,4.0,0.14201863
NSE (ng/ml),CD44 (ng/ml),0.33443,0.33281758,0.12628001,0.33443,4.0,-0.040155075
sEGFR (pg/ml),CA19-9 (U/ml),0.33436,0.32897905,0.04802999,0.33436,4.0,-0.07335494
OPG (ng/ml),IL-8 (pg/ml),0.33333,0.33149096,0.09643,0.33333,4.0,-0.042884048
PAR (pg/ml),CA19-9 (U/ml),0.33307,0.28890604,0.068450004,0.33307,4.0,0.21015222
CYFRA 21-1 (pg/ml),AFP (pg/ml),0.332,0.33166882,0.08408998,0.332,4.0,-0.018198129
Kallikrein-6 (pg/ml),FGF2 (pg/ml),0.332,0.30847338,0.15836999,0.332,4.0,-0.15338388
IL-6 (pg/ml),CD44 (ng/ml),0.33124,0.32780766,0.089839995,0.33124,4.0,0.058586173
CYFRA 21-1 (pg/ml),CA-125 (U/ml),0.33111,0.32319254,0.12753,0.33111,4.0,0.088980064
Thrombospondin-2 (pg/ml),SHBG (nM),0.3309,0.32145822,0.15808001,0.3309,4.0,0.09716892
HGF (pg/ml),Angiopoietin-2 (pg/ml),0.32979,0.19830653,0.10163,0.32979,4.0,0.3626065
HE4 (pg/ml),G-CSF (pg/ml),0.32898,0.3279298,0.10260999,0.32898,4.0,-0.032406703
sEGFR (pg/ml),IL-8 (pg/ml),0.3289,0.32777837,0.06957999,0.3289,4.0,0.033490703
sEGFR (pg/ml),HE4 (pg/ml),0.32851,0.3248747,0.06695001,0.32851,4.0,0.06029333
OPN (pg/ml),CYFRA 21-1 (pg/ml),0.32825,0.2722992,0.050359994,0.32825,4.0,0.2365392
TIMP-1 (pg/ml),AFP (pg/ml),0.3279,0.32767388,0.11456999,0.3279,4.0,0.015036843
Thrombospondin-2 (pg/ml),sFas (pg/ml),0.32699,0.3229038,0.05906999,0.32699,4.0,0.06392339
OPG (ng/ml),IL-6 (pg/ml),0.32691,0.32490355,0.07181999,0.32691,4.0,-0.04479321
PAR (pg/ml),Midkine (pg/ml),0.3264,0.30323076,0.054399997,0.3264,4.0,0.15221447
PAR (pg/ml),OPG (ng/ml),0.32573,0.28744462,0.12356,0.32573,4.0,-0.19566649
TGFa (pg/ml),Midkine (pg/ml),0.32559,0.32530287,0.11151001,0.32559,4.0,0.016945282
TIMP-1 (pg/ml),NSE (ng/ml),0.32494,0.3249275,0.04924999,0.32494,4.0,-0.0035344858
TIMP-1 (pg/ml),Galectin-3 (ng/ml),0.32428,0.30165416,0.03186001,0.32428,4.0,0.15041889
OPN (pg/ml),FGF2 (pg/ml),0.32389,0.3145809,0.12819,0.32389,4.0,0.096483745
PAR (pg/ml),HGF (pg/ml),0.32378,0.08713153,0.04277,0.32378,4.0,0.48646528
CEA (pg/ml),AXL (pg/ml),0.32307,0.31739932,0.14537999,0.32307,4.0,0.07530376
TGFa (pg/ml),Leptin (pg/ml),0.32222,0.32105362,0.16623999,0.32222,4.0,-0.034151994
OPG (ng/ml),Angiopoietin-2 (pg/ml),0.32096,0.27910203,0.089809984,0.32096,4.0,-0.20459214
Prolactin (pg/ml),Galectin-3 (ng/ml),0.31884,0.31865022,0.049699992,0.31884,4.0,0.013776283
sEGFR (pg/ml),AXL (pg/ml),0.31853,0.28127256,0.049470007,0.31853,4.0,0.19302186
OPN (pg/ml),Angiopoietin-2 (pg/ml),0.31701,0.24599975,0.06122002,0.31701,4.0,0.26647744
DKK1 (ng/ml),CA-125 (U/ml),0.31695,0.31034017,0.06949,0.31695,4.0,0.08130082
TIMP-1 (pg/ml),CD44 (ng/ml),0.31679,0.31384474,0.034010008,0.31679,4.0,0.054270275
Mesothelin (ng/ml),CA 15-3 (U/ml),0.31596,0.31391066,0.053979993,0.31596,4.0,0.045269616
FGF2 (pg/ml),CYFRA 21-1 (pg/ml),0.31464,0.30624536,0.031320006,0.31464,4.0,0.09162225
TGFa (pg/ml),GDF15 (ng/ml),0.31419,0.28724626,0.05223,0.31419,4.0,0.1641455
Thrombospondin-2 (pg/ml),IL-8 (pg/ml),0.31417,0.29751858,0.12551,0.31417,4.0,0.12904036
TIMP-2 (pg/ml),OPN (pg/ml),0.31388,0.25226474,0.09075999,0.31388,4.0,-0.24822423
Kallikrein-6 (pg/ml),CD44 (ng/ml),0.3133,0.2007663,0.079270005,0.3133,4.0,0.33546045
Kallikrein-6 (pg/ml),Galectin-3 (ng/ml),0.31326,0.26467893,0.08579999,0.31326,4.0,-0.22041115
Mesothelin (ng/ml),HGF (pg/ml),0.31283,0.2541071,0.08153999,0.31283,4.0,-0.2423281
TIMP-1 (pg/ml),CYFRA 21-1 (pg/ml),0.3127,0.30141312,0.10523,0.3127,4.0,0.10623977
sHER2/sEGFR2/sErbB2 (pg/ml),CA19-9 (U/ml),0.31214,0.23593932,0.08713001,0.31214,4.0,0.2760447
OPN (pg/ml),CD44 (ng/ml),0.31171,0.31161875,0.08641,0.31171,4.0,0.009552406
TIMP-2 (pg/ml),IL-6 (pg/ml),0.31169,0.26776084,0.05058001,0.31169,4.0,-0.20959283
IL-8 (pg/ml),CA19-9 (U/ml),0.31147,0.31140473,0.07055001,0.31147,4.0,-0.008078198
TIMP-2 (pg/ml),DKK1 (ng/ml),0.31058,0.30999047,0.15083998,0.31058,4.0,-0.024279729
Midkine (pg/ml),CD44 (ng/ml),0.31057,0.24659434,0.061809987,0.31057,4.0,0.2529341
Thrombospondin-2 (pg/ml),Midkine (pg/ml),0.31048,0.27092534,0.10753,0.31048,4.0,0.1988835
Galectin-3 (ng/ml),CA19-9 (U/ml),0.31037,0.27437904,0.072510004,0.31037,4.0,0.18971281
sFas (pg/ml),PAR (pg/ml),0.31029,0.30937463,0.111430004,0.31029,4.0,-0.030255213
PAR (pg/ml),CYFRA 21-1 (pg/ml),0.31027,0.28484896,0.082509995,0.31027,4.0,0.15943983
sEGFR (pg/ml),DKK1 (ng/ml),0.31008,0.30601993,0.07926,0.31008,4.0,-0.06371863
HGF (pg/ml),G-CSF (pg/ml),0.30911,0.3090394,0.03137,0.30911,4.0,0.008401139
Midkine (pg/ml),IL-6 (pg/ml),0.3091,0.26589745,0.05088,0.3091,4.0,-0.20785224
sPECAM-1 (pg/ml),SHBG (nM),0.3091,0.29760212,0.099840015,0.3091,4.0,0.107228234
TIMP-2 (pg/ml),CD44 (ng/ml),0.30871,0.30863708,0.013800003,0.30871,4.0,-0.008540006
sEGFR (pg/ml),Kallikrein-6 (pg/ml),0.30852,0.2254878,0.070629984,0.30852,4.0,0.28815305
Myeloperoxidase (ng/ml),HE4 (pg/ml),0.30822,0.30727777,0.06001,0.30822,4.0,0.030695884
TIMP-1 (pg/ml),PAR (pg/ml),0.30796,0.25044444,0.08578001,0.30796,4.0,0.23982403
sPECAM-1 (pg/ml),Midkine (pg/ml),0.30787,0.24480857,0.04576,0.30787,4.0,0.25112036
Leptin (pg/ml),HE4 (pg/ml),0.30783,0.3051818,0.09137,0.30783,4.0,-0.051460695
sHER2/sEGFR2/sErbB2 (pg/ml),G-CSF (pg/ml),0.30756,0.30448478,0.03005001,0.30756,4.0,-0.055454556
FGF2 (pg/ml),AFP (pg/ml),0.3061,0.2908046,0.081310004,0.3061,4.0,0.12367466
IL-8 (pg/ml),Endoglin (pg/ml),0.3051,0.30352736,0.052740008,0.3051,4.0,0.03965667
sHER2/sEGFR2/sErbB2 (pg/ml),Myeloperoxidase (ng/ml),0.30487,0.277753,0.032129988,0.30487,4.0,-0.16467248
sFas (pg/ml),HGF (pg/ml),0.3047,0.30008143,0.11135998,0.3047,4.0,-0.067959875
sFas (pg/ml),FGF2 (pg/ml),0.30464,0.2471576,0.023619995,0.30464,4.0,0.23975484
sPECAM-1 (pg/ml),sEGFR (pg/ml),0.30451,0.23384404,0.10343,0.30451,4.0,0.2658307
FGF2 (pg/ml),DKK1 (ng/ml),0.30412,0.27826515,0.034830004,0.30412,4.0,0.16079442
HE4 (pg/ml),Galectin-3 (ng/ml),0.30335,0.30204824,0.059790008,0.30335,4.0,-0.036079954
sPECAM-1 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.30318,0.14840877,0.022389993,0.30318,4.0,0.39340976
HGF (pg/ml),AFP (pg/ml),0.30284,0.29889807,0.050559998,0.30284,4.0,-0.062784724
sEGFR (pg/ml),CYFRA 21-1 (pg/ml),0.30219,0.2817304,0.04985001,0.30219,4.0,-0.14303699
Prolactin (pg/ml),PAR (pg/ml),0.302,0.30195206,0.0625,0.302,4.0,0.0069235857
Galectin-3 (ng/ml),Angiopoietin-2 (pg/ml),0.30153,0.29213515,0.07996,0.30153,4.0,0.09692702
TIMP-1 (pg/ml),Thrombospondin-2 (pg/ml),0.30143,0.24656916,0.06506999,0.30143,4.0,0.2342239
Thrombospondin-2 (pg/ml),OPN (pg/ml),0.3006,0.21742931,0.09001,0.3006,4.0,0.28839326
G-CSF (pg/ml),Galectin-3 (ng/ml),0.30059,0.29864272,0.039640002,0.30059,4.0,-0.044127934
sHER2/sEGFR2/sErbB2 (pg/ml),NSE (ng/ml),0.30001,0.29601127,0.025330007,0.30001,4.0,-0.06323547
Myeloperoxidase (ng/ml),AFP (pg/ml),0.29979,0.2947531,0.074329995,0.29979,4.0,-0.070971005
Myeloperoxidase (ng/ml),Leptin (pg/ml),0.29977,0.2715999,0.049540006,0.29977,4.0,0.16783954
CA 15-3 (U/ml),Angiopoietin-2 (pg/ml),0.29944,0.28773883,0.10912,0.29944,4.0,-0.1081719
IL-6 (pg/ml),CA19-9 (U/ml),0.29936,0.29696673,0.047859997,0.29936,4.0,-0.04892121
sFas (pg/ml),CA 15-3 (U/ml),0.29895,0.29804617,0.08215998,0.29895,4.0,0.030063733
Midkine (pg/ml),CA19-9 (U/ml),0.29882,0.298495,0.074909985,0.29882,4.0,0.018027887
Myeloperoxidase (ng/ml),Kallikrein-6 (pg/ml),0.29869,0.25995278,0.05432999,0.29869,4.0,-0.19681767
Thrombospondin-2 (pg/ml),G-CSF (pg/ml),0.29794,0.2378022,0.06928,0.29794,4.0,0.24523008
CA-125 (U/ml),AFP (pg/ml),0.29791,0.2961305,0.081,0.29791,4.0,-0.04218405
Kallikrein-6 (pg/ml),HGF (pg/ml),0.29791,0.20437726,0.07051,0.29791,4.0,-0.30583122
sFas (pg/ml),GDF15 (ng/ml),0.29778,0.29777873,0.10137001,0.29778,4.0,0.0011314603
sFas (pg/ml),AXL (pg/ml),0.29738,0.29524785,0.08117001,0.29738,4.0,0.046175227
NSE (ng/ml),Follistatin (pg/ml),0.29709,0.29235202,0.13047,0.29709,4.0,0.06883283
TIMP-1 (pg/ml),Mesothelin (ng/ml),0.29694,0.2854382,0.08023,0.29694,4.0,-0.10724644
TIMP-1 (pg/ml),Midkine (pg/ml),0.29689,0.26548177,0.03497,0.29689,4.0,-0.17722364
NSE (ng/ml),Myeloperoxidase (ng/ml),0.29503,0.28648186,0.040649995,0.29503,4.0,0.09245607
sFas (pg/ml),Endoglin (pg/ml),0.2944,0.29014385,0.11358,0.2944,4.0,0.065239295
NSE (ng/ml),Galectin-3 (ng/ml),0.29347,0.28237474,0.07736,0.29347,4.0,0.105333984
Galectin-3 (ng/ml),CA-125 (U/ml),0.29335,0.29083914,0.08203001,0.29335,4.0,0.050108746
PAR (pg/ml),CA-125 (U/ml),0.29334,0.28711054,0.058510005,0.29334,4.0,0.0789269
TIMP-1 (pg/ml),CA-125 (U/ml),0.29334,0.282535,0.108679995,0.29334,4.0,0.103947155
sEGFR (pg/ml),Galectin-3 (ng/ml),0.29331,0.25149387,0.054469988,0.29331,4.0,-0.2044899
PAR (pg/ml),NSE (ng/ml),0.29319,0.2866976,0.035329998,0.29319,4.0,0.080575466
CD44 (ng/ml),CA19-9 (U/ml),0.29303,0.29004246,0.098299995,0.29303,4.0,-0.054658335
SHBG (nM),AXL (pg/ml),0.29287,0.28412396,0.114279985,0.29287,4.0,0.09352018
sEGFR (pg/ml),NSE (ng/ml),0.29241,0.28014323,0.047350004,0.29241,4.0,-0.11075534
SHBG (nM),Myeloperoxidase (ng/ml),0.29162,0.23204428,0.06591998,0.29162,4.0,-0.24408136
Leptin (pg/ml),CA19-9 (U/ml),0.29159,0.29052272,0.123150006,0.29159,4.0,-0.032669242
FGF2 (pg/ml),AXL (pg/ml),0.29146,0.26502448,0.07516001,0.29146,4.0,-0.16259004
NSE (ng/ml),Leptin (pg/ml),0.2911,0.28796023,0.1125,0.2911,4.0,-0.056033496
DKK1 (ng/ml),CA 15-3 (U/ml),0.29106,0.29079917,0.035309985,0.29106,4.0,-0.016150529
sPECAM-1 (pg/ml),CA-125 (U/ml),0.29105,0.28966776,0.10111,0.29105,4.0,0.03717829
Prolactin (pg/ml),CA19-9 (U/ml),0.29089,0.29087567,0.11748001,0.29089,4.0,0.0037866316
SHBG (nM),AFP (pg/ml),0.29036,0.27572933,0.07513,0.29036,4.0,0.12095736
SHBG (nM),sFas (pg/ml),0.29028,0.2508769,0.10149002,0.29028,4.0,0.19850214
Leptin (pg/ml),IL-8 (pg/ml),0.29019,0.2872502,0.10426001,0.29019,4.0,0.054220155
sHER2/sEGFR2/sErbB2 (pg/ml),IL-6 (pg/ml),0.29006,0.2702757,0.06391999,0.29006,4.0,-0.1406567
HGF (pg/ml),FGF2 (pg/ml),0.29003,0.26311725,0.03154999,0.29003,4.0,0.16405109
Mesothelin (ng/ml),AXL (pg/ml),0.29003,0.23931533,0.050490007,0.29003,4.0,0.22519916
TIMP-1 (pg/ml),Angiopoietin-2 (pg/ml),0.2896,0.17111059,0.032510012,0.2896,4.0,0.34422293
NSE (ng/ml),FGF2 (pg/ml),0.28958,0.21949956,0.056289986,0.28958,4.0,0.2647271
SHBG (nM),NSE (ng/ml),0.28956,0.27750552,0.10520999,0.28956,4.0,-0.109792806
PAR (pg/ml),Kallikrein-6 (pg/ml),0.28952,0.22023453,0.028479993,0.28952,4.0,-0.26322132
Mesothelin (ng/ml),CA-125 (U/ml),0.28939,0.28088006,0.11069,0.28939,4.0,-0.09224934
sFas (pg/ml),Prolactin (pg/ml),0.28938,0.28685904,0.0724,0.28938,4.0,0.050209437
SHBG (nM),Midkine (pg/ml),0.28928,0.28594747,0.077659994,0.28928,4.0,0.05772802
DKK1 (ng/ml),CD44 (ng/ml),0.28909,0.28651845,0.06379999,0.28909,4.0,-0.05071063
Kallikrein-6 (pg/ml),Endoglin (pg/ml),0.28827,0.2677183,0.091460004,0.28827,4.0,0.14335865
