X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
NSE (ng/ml),DKK1 (ng/ml),0.40309,0.027639657,0.07503,0.40309,5.087463,0.61274004
CD44 (ng/ml),AFP (pg/ml),0.4029,0.40241835,0.22428001,0.4029,5.087463,-0.021947006
IL-8 (pg/ml),CYFRA 21-1 (pg/ml),0.40206,0.4016476,0.09475002,0.40206,5.087463,0.02030807
sHER2/sEGFR2/sErbB2 (pg/ml),CD44 (ng/ml),0.39865,0.1187889,0.01817,0.39865,5.087463,0.529019
CYFRA 21-1 (pg/ml),CA-125 (U/ml),0.3968,0.3908557,0.07514998,0.3968,5.087463,0.07709943
Mesothelin (ng/ml),CD44 (ng/ml),0.39514,-0.034851074,0.01834999,0.39514,5.087463,0.65573704
sFas (pg/ml),CD44 (ng/ml),0.39147,0.3232481,0.0801,0.39147,5.087463,-0.26119322
Thrombospondin-2 (pg/ml),DKK1 (ng/ml),0.38946,0.35847113,0.22824,0.38946,5.087463,0.17603655
sFas (pg/ml),DKK1 (ng/ml),0.38604,0.27195644,0.056449994,0.38604,5.087463,0.33776256
IL-8 (pg/ml),HGF (pg/ml),0.38191,0.27251163,0.07968001,0.38191,5.087463,0.33075425
TIMP-1 (pg/ml),DKK1 (ng/ml),0.38173,0.19659673,0.07066998,0.38173,5.087463,0.43027115
TIMP-1 (pg/ml),OPG (ng/ml),0.38127,0.13725705,0.036760002,0.38127,5.087463,0.49397665
HE4 (pg/ml),DKK1 (ng/ml),0.38125,0.37425187,0.21113,0.38125,5.087463,-0.08365473
CA19-9 (U/ml),AFP (pg/ml),0.37886,0.37885994,0.07775,0.36375,5.044394,2.5687754E-4
sFas (pg/ml),FGF2 (pg/ml),0.37755,0.32067135,0.21643001,0.37755,5.087463,0.23849247
sHER2/sEGFR2/sErbB2 (pg/ml),sFas (pg/ml),0.37752,0.31287137,0.04986,0.37752,5.087463,-0.25426093
sFas (pg/ml),IL-8 (pg/ml),0.37512,0.36725432,0.09036999,0.37512,5.087463,0.08868874
HE4 (pg/ml),FGF2 (pg/ml),0.37294,0.37293413,0.086679995,0.37294,5.087463,-0.0024240366
G-CSF (pg/ml),DKK1 (ng/ml),0.36759,0.33388603,0.19289,0.36759,5.087463,0.18358643
G-CSF (pg/ml),CYFRA 21-1 (pg/ml),0.36683,0.3666424,0.039319992,0.36683,5.087463,-0.013697022
Thrombospondin-2 (pg/ml),CD44 (ng/ml),0.36485,0.36331797,0.22433001,0.36485,5.087463,0.03914122
IL-8 (pg/ml),G-CSF (pg/ml),0.36447,0.34732476,0.14169,0.36447,5.087463,0.13093984
Thrombospondin-2 (pg/ml),HE4 (pg/ml),0.36148,0.3592947,0.08230999,0.36148,5.087463,-0.04674695
IL-6 (pg/ml),HE4 (pg/ml),0.35852,0.3563254,0.03190002,0.35852,5.087463,0.046846613
IL-6 (pg/ml),CD44 (ng/ml),0.35827,0.35657528,0.19907999,0.35827,5.087463,-0.041167006
Thrombospondin-2 (pg/ml),CA19-9 (U/ml),0.35753,0.35486463,0.13088,0.35753,5.087463,0.0516273
Thrombospondin-2 (pg/ml),CYFRA 21-1 (pg/ml),0.35491,0.34656298,0.11196001,0.35491,5.087463,0.09136199
G-CSF (pg/ml),CA19-9 (U/ml),0.35394,0.35265806,0.043830007,0.35394,5.087463,0.03580427
TIMP-2 (pg/ml),CD44 (ng/ml),0.35333,0.18105505,0.08214998,0.35333,5.087463,0.41506016
IL-6 (pg/ml),CA19-9 (U/ml),0.3507,0.35060436,0.04542002,0.3507,5.087463,-0.009779359
sEGFR (pg/ml),AFP (pg/ml),0.34729,0.34236726,0.12797001,0.34729,5.087463,-0.07016232
DKK1 (ng/ml),CA19-9 (U/ml),0.347,0.3328855,0.18097,0.347,5.087463,0.1188044
TGFa (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.34511,0.32744414,0.15216,0.34511,5.087463,-0.13291302
HE4 (pg/ml),G-CSF (pg/ml),0.34462,0.3445376,0.06501,0.34462,5.087463,-0.009078385
IL-6 (pg/ml),CA-125 (U/ml),0.34186,0.34140816,0.09104999,0.34186,5.087463,-0.021256436
IL-6 (pg/ml),CYFRA 21-1 (pg/ml),0.34175,0.34166265,0.04365,0.34175,5.087463,-0.009346399
NSE (ng/ml),G-CSF (pg/ml),0.33852,0.3169897,0.053709984,0.33852,5.087463,0.14673209
Myeloperoxidase (ng/ml),HGF (pg/ml),0.33845,0.16186513,0.030959994,0.33845,5.087463,0.42022005
NSE (ng/ml),IL-6 (pg/ml),0.33778,0.33544812,0.15205,0.33778,5.087463,0.048289668
DKK1 (ng/ml),AFP (pg/ml),0.33562,0.33561313,0.16322999,0.33562,5.087463,0.0026200067
Thrombospondin-2 (pg/ml),CA-125 (U/ml),0.33519,0.33400294,0.090399995,0.33519,5.087463,0.034453496
TGFa (pg/ml),DKK1 (ng/ml),0.33381,0.32418624,0.14232999,0.33381,5.087463,0.098100804
sHER2/sEGFR2/sErbB2 (pg/ml),AFP (pg/ml),0.32963,0.32899562,0.14164,0.32963,5.087463,-0.02518649
NSE (ng/ml),CYFRA 21-1 (pg/ml),0.32881,0.32659915,0.13483,0.32881,5.087463,0.04701978
sHER2/sEGFR2/sErbB2 (pg/ml),Kallikrein-6 (pg/ml),0.32866,0.09905256,0.043719992,0.32866,5.087463,0.47917372
Kallikrein-6 (pg/ml),CD44 (ng/ml),0.32738,0.092092976,0.04958999,0.32738,5.087463,0.48506394
sHER2/sEGFR2/sErbB2 (pg/ml),G-CSF (pg/ml),0.3272,0.29740095,0.06897999,0.3272,5.087463,-0.17262396
HE4 (pg/ml),AFP (pg/ml),0.32269,0.32257137,0.05114001,0.32022,5.044394,-0.010892931
TIMP-1 (pg/ml),OPN (pg/ml),0.32258,0.09108077,0.037589997,0.32258,5.087463,0.48114368
IL-6 (pg/ml),DKK1 (ng/ml),0.32205,0.30525732,0.099700004,0.32205,5.087463,0.12958658
Thrombospondin-2 (pg/ml),AFP (pg/ml),0.31911,0.3186422,0.098419994,0.31911,5.087463,-0.021629127
Myeloperoxidase (ng/ml),DKK1 (ng/ml),0.31703,0.26532093,0.048920006,0.31703,5.087463,0.22739631
HGF (pg/ml),G-CSF (pg/ml),0.31664,0.2323483,0.043750003,0.31664,5.087463,0.29033032
OPN (pg/ml),GDF15 (ng/ml),0.31597,0.13962583,0.013080001,0.31597,5.087463,0.41993353
NSE (ng/ml),CD44 (ng/ml),0.31555,0.2730692,0.035030007,0.31555,5.087463,-0.20610872
G-CSF (pg/ml),CA-125 (U/ml),0.31502,0.31411192,0.03622,0.31502,5.087463,-0.030134076
FGF2 (pg/ml),CD44 (ng/ml),0.31398,0.29618526,0.113490015,0.31398,5.087463,-0.13339701
HGF (pg/ml),CYFRA 21-1 (pg/ml),0.31371,0.3013059,0.066029996,0.31371,5.087463,0.111373805
TGFa (pg/ml),IL-8 (pg/ml),0.31339,0.27216935,0.032510005,0.31339,5.087463,0.2030287
HGF (pg/ml),CD44 (ng/ml),0.31332,0.27747136,0.07685001,0.31332,5.087463,-0.18933742
NSE (ng/ml),FGF2 (pg/ml),0.31302,0.19615048,0.07635999,0.31302,5.087463,0.3418618
sEGFR (pg/ml),CD44 (ng/ml),0.31138,0.116764426,0.047480017,0.31138,5.087463,0.44115254
Mesothelin (ng/ml),Kallikrein-6 (pg/ml),0.30857,0.1050522,0.018449992,0.30857,5.087463,0.45112947
TIMP-2 (pg/ml),G-CSF (pg/ml),0.30781,0.2775254,0.049219996,0.30781,5.087463,-0.17402478
CA-125 (U/ml),AFP (pg/ml),0.3075,0.3046706,0.06592001,0.3075,5.087463,0.053192243
DKK1 (ng/ml),CA-125 (U/ml),0.30465,0.3021328,0.17342001,0.30465,5.087463,0.050171915
HGF (pg/ml),CA19-9 (U/ml),0.30464,0.29891393,0.057529993,0.30464,5.087463,0.07567086
Thrombospondin-2 (pg/ml),HGF (pg/ml),0.30366,0.2990609,0.11308001,0.30366,5.087463,0.06781653
Midkine (pg/ml),G-CSF (pg/ml),0.302,0.2988972,0.060959995,0.302,5.087463,-0.055702567
sHER2/sEGFR2/sErbB2 (pg/ml),HE4 (pg/ml),0.30187,0.28842288,0.11350998,0.30187,5.087463,0.115961604
HGF (pg/ml),CA-125 (U/ml),0.30057,0.29130656,0.06341001,0.30057,5.087463,0.0962469
Thrombospondin-2 (pg/ml),Myeloperoxidase (ng/ml),0.29878,0.29855442,0.105179995,0.29878,5.087463,-0.015019349
Midkine (pg/ml),HE4 (pg/ml),0.29751,0.2974698,0.13256001,0.29751,5.087463,0.006340453
TIMP-2 (pg/ml),HGF (pg/ml),0.29683,0.28900838,0.06480999,0.29683,5.087463,-0.08843992
G-CSF (pg/ml),AFP (pg/ml),0.29681,0.29674754,0.07818,0.28442,5.044394,0.007902853
IL-8 (pg/ml),CA19-9 (U/ml),0.29573,0.28597113,0.059039995,0.29573,5.087463,0.09878692
sHER2/sEGFR2/sErbB2 (pg/ml),Midkine (pg/ml),0.29316,0.24460138,0.02155,0.29316,5.087463,0.22036017
Midkine (pg/ml),CD44 (ng/ml),0.29253,0.18966314,0.022799999,0.29253,5.087463,0.32072863
Thrombospondin-2 (pg/ml),G-CSF (pg/ml),0.29131,0.27928934,0.098929994,0.29131,5.087463,0.10963891
OPN (pg/ml),IL-6 (pg/ml),0.29086,0.19809526,0.062720016,0.29086,5.087463,0.30457303
TGFa (pg/ml),sEGFR (pg/ml),0.29072,0.28126562,0.14633,0.29072,5.087463,-0.097233534
TIMP-2 (pg/ml),TGFa (pg/ml),0.29059,0.28498587,0.10291998,0.29059,5.087463,-0.07486068
OPN (pg/ml),IL-8 (pg/ml),0.29034,0.28301367,0.03363,0.29034,5.087463,0.08559409
TIMP-1 (pg/ml),IL-6 (pg/ml),0.28945,0.22502008,0.020130008,0.28945,5.087463,0.25383046
sFas (pg/ml),sEGFR (pg/ml),0.28941,0.21949574,0.059269994,0.28941,5.087463,-0.26441303
OPN (pg/ml),HGF (pg/ml),0.28884,0.116482615,0.043630004,0.28884,5.087463,0.41515946
sEGFR (pg/ml),CA19-9 (U/ml),0.28859,0.26093593,0.13033,0.28859,5.087463,-0.16629519
sHER2/sEGFR2/sErbB2 (pg/ml),IL-6 (pg/ml),0.28777,0.280358,0.0651,0.28777,5.087463,-0.08609313
Myeloperoxidase (ng/ml),Galectin-3 (ng/ml),0.2872,0.10031864,0.018010005,0.2872,5.087463,0.43229777
sPECAM-1 (pg/ml),PAR (pg/ml),0.28698,-0.041206867,0.028409995,0.28698,5.087463,0.572876
Myeloperoxidase (ng/ml),G-CSF (pg/ml),0.28665,0.21220148,0.06823999,0.28665,5.087463,0.27285257
NSE (ng/ml),HE4 (pg/ml),0.2865,0.27989084,0.099630006,0.2865,5.087463,-0.081296794
TGFa (pg/ml),NSE (ng/ml),0.28506,0.2846302,0.09757,0.28506,5.087463,-0.020731283
Myeloperoxidase (ng/ml),IL-6 (pg/ml),0.28481,0.21729797,0.08500999,0.28481,5.087463,0.2598308
TGFa (pg/ml),Midkine (pg/ml),0.28439,0.28434685,0.14965001,0.28439,5.087463,0.0065692877
FGF2 (pg/ml),CA-125 (U/ml),0.2841,0.26597995,0.091010004,0.2841,5.087463,0.13461071
sPECAM-1 (pg/ml),sEGFR (pg/ml),0.28324,0.10028458,0.049319997,0.28324,5.087463,0.42773288
NSE (ng/ml),HGF (pg/ml),0.28224,0.27265826,0.024640009,0.28224,5.087463,0.097886436
sHER2/sEGFR2/sErbB2 (pg/ml),CA19-9 (U/ml),0.28195,0.275095,0.11129999,0.28195,5.087463,-0.08279501
TIMP-2 (pg/ml),IL-6 (pg/ml),0.28157,0.27596825,0.10288,0.28157,5.087463,-0.0748448
Thrombospondin-2 (pg/ml),PAR (pg/ml),0.28142,0.13653053,0.021119997,0.28142,5.087463,0.3806435
sPECAM-1 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.2814,0.02611199,0.008439988,0.2814,5.087463,0.50526035
IL-8 (pg/ml),CA-125 (U/ml),0.28133,0.28113365,0.06228,0.28133,5.087463,0.014012058
TIMP-2 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.2813,0.1543387,0.018509999,0.2813,5.087463,0.3563163
sEGFR (pg/ml),HE4 (pg/ml),0.28001,0.25077814,0.11755,0.28001,5.087463,0.17097335
sHER2/sEGFR2/sErbB2 (pg/ml),CA-125 (U/ml),0.27981,0.2791978,0.098820016,0.27981,5.087463,-0.024742678
TGFa (pg/ml),OPG (ng/ml),0.2798,0.27867427,0.13686,0.2798,5.0,0.03355199
Thrombospondin-2 (pg/ml),NSE (ng/ml),0.27842,0.27541745,0.12222999,0.27842,5.087463,0.054795433
sFas (pg/ml),NSE (ng/ml),0.27834,0.21211945,0.059580013,0.27834,5.087463,0.25733358
sFas (pg/ml),Myeloperoxidase (ng/ml),0.27766,0.258711,0.028349996,0.27766,5.087463,0.13765539
sFas (pg/ml),Galectin-3 (ng/ml),0.27704,0.2532208,0.101429984,0.27704,5.087463,0.15433475
NSE (ng/ml),CA19-9 (U/ml),0.27656,0.27619132,0.08135,0.27656,5.087463,0.019200984
TIMP-2 (pg/ml),CYFRA 21-1 (pg/ml),0.27653,0.27565232,0.13932,0.27653,5.087463,0.02962544
TIMP-2 (pg/ml),TIMP-1 (pg/ml),0.2762,0.24730414,0.04316999,0.2762,5.087463,0.16998781
FGF2 (pg/ml),CA19-9 (U/ml),0.27543,0.2621175,0.07984999,0.27543,5.087463,0.115379795
FGF2 (pg/ml),DKK1 (ng/ml),0.27455,0.17523164,0.10906999,0.27455,5.087463,0.31514814
sPECAM-1 (pg/ml),AXL (pg/ml),0.27418,0.09916414,0.035169996,0.27418,5.087463,0.41834897
IL-8 (pg/ml),HE4 (pg/ml),0.27396,0.2735557,0.056189984,0.27396,5.087463,-0.020106804
CD44 (ng/ml),AXL (pg/ml),0.26936,0.053299323,0.029299997,0.26936,5.087463,0.46482328
Thrombospondin-2 (pg/ml),Kallikrein-6 (pg/ml),0.26839,0.26622573,0.13746001,0.26839,5.087463,0.04652174
HGF (pg/ml),Galectin-3 (ng/ml),0.26836,-0.11495748,0.027929991,0.26836,5.087463,0.6191264
NSE (ng/ml),CA-125 (U/ml),0.26775,0.26605457,0.067169994,0.26775,5.087463,-0.04117536
TIMP-1 (pg/ml),Myeloperoxidase (ng/ml),0.26661,0.2309636,0.030819997,0.26661,5.087463,0.18880253
sHER2/sEGFR2/sErbB2 (pg/ml),CYFRA 21-1 (pg/ml),0.26648,0.26647943,0.13008001,0.26648,5.087463,7.6151977E-4
Myeloperoxidase (ng/ml),IL-8 (pg/ml),0.26613,0.255043,0.054069996,0.26613,5.087463,0.1052948
Thrombospondin-2 (pg/ml),sEGFR (pg/ml),0.26588,0.26048648,0.12725998,0.26588,5.087463,0.07344042
PAR (pg/ml),AXL (pg/ml),0.26534,0.055807322,0.041610003,0.26534,5.087463,0.4577474
HGF (pg/ml),HE4 (pg/ml),0.26531,0.2612015,0.035349995,0.26531,5.087463,-0.06409747
IL-6 (pg/ml),GDF15 (ng/ml),0.26524,0.25290748,0.03143002,0.26524,5.087463,0.111051925
Thrombospondin-2 (pg/ml),IL-6 (pg/ml),0.26449,0.2385993,0.091950014,0.26449,5.087463,0.1609059
TIMP-1 (pg/ml),Thrombospondin-2 (pg/ml),0.26357,0.1842539,0.060990006,0.26357,5.087463,0.28163117
sHER2/sEGFR2/sErbB2 (pg/ml),Myeloperoxidase (ng/ml),0.26318,0.24839778,0.026229993,0.26318,5.087463,-0.121582106
OPN (pg/ml),OPG (ng/ml),0.26308,0.12201697,0.048869997,0.26308,5.087463,0.3755836
G-CSF (pg/ml),Galectin-3 (ng/ml),0.26271,0.25943258,0.034020007,0.26271,5.087463,0.057248764
NSE (ng/ml),Myeloperoxidase (ng/ml),0.26258,0.2377285,0.035539985,0.26258,5.087463,0.15764359
TIMP-2 (pg/ml),Kallikrein-6 (pg/ml),0.26239,0.19673616,0.046489984,0.26239,5.087463,0.25623006
TIMP-2 (pg/ml),HE4 (pg/ml),0.26231,0.23894027,0.0668,0.26231,5.087463,0.1528716
Myeloperoxidase (ng/ml),CD44 (ng/ml),0.26198,0.24521679,0.037279993,0.26198,5.087463,-0.12947279
Thrombospondin-2 (pg/ml),Mesothelin (ng/ml),0.26191,0.26104397,0.12562,0.26191,5.087463,0.029428521
TIMP-2 (pg/ml),sFas (pg/ml),0.26129,0.23618571,0.04498002,0.26129,5.087463,-0.15844338
Thrombospondin-2 (pg/ml),IL-8 (pg/ml),0.26016,0.26015988,0.074310005,0.26016,5.087463,-3.5768625E-4
TGFa (pg/ml),Leptin (pg/ml),0.26009,0.2600164,0.10949999,0.26009,5.087463,-0.008577806
TIMP-2 (pg/ml),Midkine (pg/ml),0.25983,0.14519951,0.033830002,0.25983,5.087463,0.33857125
Midkine (pg/ml),CYFRA 21-1 (pg/ml),0.25861,0.2578576,0.110819995,0.25861,5.087463,0.02743037
sPECAM-1 (pg/ml),Midkine (pg/ml),0.25755,0.22433344,0.036620006,0.25755,5.087463,0.18225412
IL-6 (pg/ml),FGF2 (pg/ml),0.25749,0.2570212,0.03824999,0.25749,5.087463,-0.021652412
Thrombospondin-2 (pg/ml),Midkine (pg/ml),0.25681,0.25556538,0.107480004,0.25681,5.087463,0.03527924
sEGFR (pg/ml),Mesothelin (ng/ml),0.25614,0.18091223,0.04484999,0.25614,5.087463,0.2742768
TIMP-2 (pg/ml),Mesothelin (ng/ml),0.25606,0.12363748,0.009749994,0.25606,5.087463,0.36389905
Myeloperoxidase (ng/ml),AFP (pg/ml),0.25593,0.23807676,0.09701,0.25593,5.087463,0.13361603
OPN (pg/ml),G-CSF (pg/ml),0.25577,0.1674133,0.091000006,0.25577,5.087463,0.29724854
PAR (pg/ml),DKK1 (ng/ml),0.25526,0.17449209,0.071529984,0.25526,5.087463,0.28419694
sFas (pg/ml),Kallikrein-6 (pg/ml),0.25497,0.21638523,0.050750017,0.25497,5.087463,-0.19643009
Mesothelin (ng/ml),G-CSF (pg/ml),0.25372,0.25002354,0.058869995,0.25372,5.087463,-0.06079836
Myeloperoxidase (ng/ml),HE4 (pg/ml),0.25276,0.25054508,0.07139999,0.25276,5.087463,-0.04706273
Thrombospondin-2 (pg/ml),OPG (ng/ml),0.25262,0.18620823,0.10265002,0.25262,5.087463,0.25770482
Thrombospondin-2 (pg/ml),Galectin-3 (ng/ml),0.25225,0.24998255,0.061049998,0.25225,5.087463,-0.047617532
GDF15 (ng/ml),Angiopoietin-2 (pg/ml),0.25186,-0.08019632,0.084199995,0.25186,5.087463,0.5762433
TGFa (pg/ml),Myeloperoxidase (ng/ml),0.2518,0.22723302,0.050070003,0.2518,5.087463,0.15673856
TIMP-1 (pg/ml),G-CSF (pg/ml),0.2502,0.20087492,0.02166,0.2502,5.087463,0.22209251
TIMP-1 (pg/ml),HGF (pg/ml),0.25008,0.16922057,0.033899993,0.25008,5.087463,0.2843579
OPG (ng/ml),IL-6 (pg/ml),0.24998,0.089416936,0.08178,0.24998,5.087463,0.40070322
Midkine (pg/ml),Mesothelin (ng/ml),0.24987,0.11602156,0.018139996,0.24987,5.087463,0.36585304
sHER2/sEGFR2/sErbB2 (pg/ml),Mesothelin (ng/ml),0.24985,0.122692555,0.022369996,0.24985,5.087463,0.35659143
Galectin-3 (ng/ml),DKK1 (ng/ml),0.24885,0.18076509,0.050860003,0.24885,5.087463,0.26093084
sHER2/sEGFR2/sErbB2 (pg/ml),FGF2 (pg/ml),0.24864,0.21916164,0.07222,0.24864,5.087463,-0.17169261
sEGFR (pg/ml),G-CSF (pg/ml),0.24852,0.22708845,0.043210007,0.24852,5.087463,-0.1463952
OPN (pg/ml),CYFRA 21-1 (pg/ml),0.24815,0.24748416,0.030259997,0.24815,5.087463,0.025803944
sHER2/sEGFR2/sErbB2 (pg/ml),Endoglin (pg/ml),0.24798,0.17206413,0.043019995,0.24798,5.087463,0.27552834
IL-8 (pg/ml),FGF2 (pg/ml),0.24787,0.24671684,0.052729998,0.24787,5.087463,0.03395819
IL-6 (pg/ml),AFP (pg/ml),0.24786,0.24782,0.078940004,0.24786,4.9068904,-0.0063243485
sHER2/sEGFR2/sErbB2 (pg/ml),HGF (pg/ml),0.2477,0.20082961,0.04106,0.2477,5.087463,-0.21649572
sEGFR (pg/ml),CYFRA 21-1 (pg/ml),0.24752,0.24624859,0.06338,0.24752,5.087463,-0.035656832
HGF (pg/ml),DKK1 (ng/ml),0.24713,0.14277174,0.028980002,0.24713,5.087463,0.3230453
TIMP-2 (pg/ml),AFP (pg/ml),0.24673,0.24655019,0.09952,0.24673,5.087463,-0.013409403
IL-8 (pg/ml),Galectin-3 (ng/ml),0.24535,0.21499744,0.060829997,0.24535,5.087463,0.17421989
sFas (pg/ml),OPN (pg/ml),0.24476,0.1843355,0.02708,0.24476,5.087463,0.24581397
PAR (pg/ml),Midkine (pg/ml),0.24473,0.2063917,0.023610003,0.24473,5.087463,0.19580166
SHBG (nM),sFas (pg/ml),0.24457,0.22060841,0.060540006,0.24457,5.087463,-0.15479529
TIMP-2 (pg/ml),CA19-9 (U/ml),0.24457,0.2343513,0.08881,0.24457,5.087463,-0.10108757
sHER2/sEGFR2/sErbB2 (pg/ml),DKK1 (ng/ml),0.24415,0.20726609,0.03569001,0.24415,5.087463,-0.19205184
TIMP-2 (pg/ml),Thrombospondin-2 (pg/ml),0.24396,0.24258056,0.07353,0.24396,5.087463,-0.03714071
sEGFR (pg/ml),IL-8 (pg/ml),0.2437,0.2329486,0.041679993,0.2437,5.087463,-0.10368892
NSE (ng/ml),Mesothelin (ng/ml),0.24336,0.22152331,0.024639994,0.24336,5.087463,-0.14777243
Galectin-3 (ng/ml),CD44 (ng/ml),0.24311,0.21155965,0.05499,0.24311,5.087463,-0.17762418
TIMP-2 (pg/ml),NSE (ng/ml),0.2429,0.21816228,0.030759998,0.2429,5.087463,-0.15728226
sEGFR (pg/ml),CA-125 (U/ml),0.24212,0.23043615,0.06125001,0.24212,5.087463,-0.10809184
Myeloperoxidase (ng/ml),CA19-9 (U/ml),0.24201,0.2401128,0.076519996,0.24201,5.087463,0.043556795
OPN (pg/ml),DKK1 (ng/ml),0.24156,0.18149391,0.0318,0.24156,5.087463,0.24508382
NSE (ng/ml),AFP (pg/ml),0.24149,0.24144346,0.07621001,0.24149,5.087463,-0.006822682
sEGFR (pg/ml),AXL (pg/ml),0.24064,0.10465245,0.013420001,0.24064,5.087463,0.3687649
TGFa (pg/ml),Galectin-3 (ng/ml),0.24048,0.11338125,0.041010007,0.24048,5.087463,0.35650912
Thrombospondin-2 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.24014,0.23642577,0.09498,0.24014,5.087463,0.060944498
OPN (pg/ml),Galectin-3 (ng/ml),0.23949,0.1894681,0.062640004,0.23949,5.087463,0.22365576
Thrombospondin-2 (pg/ml),Endoglin (pg/ml),0.23888,0.23485479,0.08978999,0.23888,5.087463,0.063444495
