X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
sPECAM-1 (pg/ml),PAR (pg/ml),0.43852,0.19400322,0.048380017,0.43852,3.807355,0.4944864
sFas (pg/ml),NSE (ng/ml),0.43508,0.29165715,0.06571001,0.43508,3.807355,0.37871206
sFas (pg/ml),FGF2 (pg/ml),0.431,0.39316228,0.17631,0.431,3.807355,0.19451916
sPECAM-1 (pg/ml),AXL (pg/ml),0.42738,0.26644295,0.06751001,0.42738,3.807355,0.40116957
IL-6 (pg/ml),CYFRA 21-1 (pg/ml),0.42714,0.41107714,0.026690006,0.42714,3.807355,0.12673932
NSE (ng/ml),G-CSF (pg/ml),0.42684,0.42056757,0.12766,0.42684,3.807355,0.0791988
Thrombospondin-2 (pg/ml),PAR (pg/ml),0.42524,0.3559923,0.07682,0.42524,3.807355,0.26314962
GDF15 (ng/ml),CD44 (ng/ml),0.42459,0.14338097,0.11159998,0.42459,3.807355,0.53029144
sPECAM-1 (pg/ml),HE4 (pg/ml),0.42199,0.42122483,0.08035001,0.42199,3.807355,-0.027661558
Myeloperoxidase (ng/ml),IL-8 (pg/ml),0.41616,0.3722969,0.06838,0.41616,3.807355,0.20943518
OPG (ng/ml),IL-8 (pg/ml),0.4121,0.2697965,0.03276001,0.4121,3.807355,0.37723136
Midkine (pg/ml),HGF (pg/ml),0.41164,-0.4690976,0.09052998,0.41164,3.807355,0.9384762
NSE (ng/ml),HE4 (pg/ml),0.41156,0.39879224,0.12873,0.41156,3.807355,-0.11299458
sHER2/sEGFR2/sErbB2 (pg/ml),GDF15 (ng/ml),0.40484,0.0037954748,0.09682,0.40484,3.807355,0.63328075
TIMP-1 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.40323,0.27058026,0.03117001,0.40323,3.807355,0.36421114
Thrombospondin-2 (pg/ml),AXL (pg/ml),0.40259,0.29116395,0.12746,0.40259,3.807355,0.3338054
IL-8 (pg/ml),HGF (pg/ml),0.39646,0.3822498,0.083709985,0.39646,3.807355,0.119206525
Thrombospondin-2 (pg/ml),Midkine (pg/ml),0.39447,0.3943743,0.13607,0.39447,3.807355,-0.009783136
TIMP-1 (pg/ml),OPG (ng/ml),0.39427,0.047356874,0.022689998,0.39427,3.807355,0.5889933
TIMP-2 (pg/ml),sPECAM-1 (pg/ml),0.39117,0.17676644,0.018299997,0.39117,3.807355,0.4630373
IL-8 (pg/ml),FGF2 (pg/ml),0.39105,0.3819149,0.14278,0.39105,3.807355,0.09557765
OPN (pg/ml),HE4 (pg/ml),0.38924,0.3347176,0.13823,0.38924,3.807355,0.23350029
TIMP-2 (pg/ml),HE4 (pg/ml),0.38814,0.38702053,0.12996998,0.38814,3.807355,-0.033458617
sEGFR (pg/ml),IL-6 (pg/ml),0.38805,0.3705589,0.21094999,0.38805,3.807355,-0.13225392
TIMP-1 (pg/ml),HGF (pg/ml),0.38749,0.3857586,0.06983,0.38749,3.807355,0.04161022
sHER2/sEGFR2/sErbB2 (pg/ml),AXL (pg/ml),0.38612,0.19820301,0.056270003,0.38612,3.807355,0.4334939
TIMP-1 (pg/ml),sFas (pg/ml),0.38437,0.19266231,0.07654001,0.38437,3.807355,0.43784437
SHBG (nM),NSE (ng/ml),0.38286,0.324902,0.13363001,0.38286,3.807355,-0.24074472
NSE (ng/ml),FGF2 (pg/ml),0.38177,0.266166,0.06536999,0.38177,3.807355,0.3400059
Thrombospondin-2 (pg/ml),DKK1 (ng/ml),0.38038,0.3563408,0.16526,0.38038,3.807355,0.15504584
sPECAM-1 (pg/ml),sEGFR (pg/ml),0.37812,0.23918216,0.06609002,0.37812,3.807355,0.37274367
TIMP-1 (pg/ml),sPECAM-1 (pg/ml),0.37674,0.33749032,0.107470006,0.37674,3.807355,0.19811536
SHBG (nM),G-CSF (pg/ml),0.37624,0.36769465,0.041119993,0.37624,3.807355,0.092441
OPN (pg/ml),IL-6 (pg/ml),0.37609,0.3708596,0.1049,0.37609,3.807355,0.07232151
sFas (pg/ml),HGF (pg/ml),0.37526,0.37478176,0.052760005,0.37526,3.807355,-0.021868343
TGFa (pg/ml),Mesothelin (ng/ml),0.37493,0.3636935,0.15869999,0.37493,3.807355,-0.106002316
OPN (pg/ml),OPG (ng/ml),0.37488,0.15260825,0.054320008,0.37488,3.807355,0.47145703
NSE (ng/ml),IL-6 (pg/ml),0.37484,0.28054962,0.11297999,0.37484,3.807355,-0.3070674
Mesothelin (ng/ml),CD44 (ng/ml),0.37253,0.0352394,0.105519995,0.37253,3.807355,0.5807673
HE4 (pg/ml),CYFRA 21-1 (pg/ml),0.37076,0.29480958,0.08296999,0.37076,3.807355,0.27559102
Midkine (pg/ml),GDF15 (ng/ml),0.37038,0.34532297,0.020309985,0.37038,3.807355,0.15829419
sHER2/sEGFR2/sErbB2 (pg/ml),sFas (pg/ml),0.36845,0.18878432,0.1073,0.36845,3.807355,0.42386988
TIMP-2 (pg/ml),G-CSF (pg/ml),0.36774,0.3533348,0.102479994,0.36774,3.807355,0.120021634
PAR (pg/ml),GDF15 (ng/ml),0.36648,0.30738452,0.09549001,0.36648,3.807355,0.2430956
TIMP-1 (pg/ml),OPN (pg/ml),0.36528,0.21301918,0.036119998,0.36528,3.807355,0.39020613
sHER2/sEGFR2/sErbB2 (pg/ml),HE4 (pg/ml),0.36154,0.34966403,0.16709998,0.36154,3.807355,-0.10897688
HGF (pg/ml),HE4 (pg/ml),0.3593,0.3570648,0.12544999,0.3593,3.807355,-0.047277585
CA19-9 (U/ml),CA-125 (U/ml),0.35914,0.3380701,0.11784001,0.35914,3.807355,0.14515474
FGF2 (pg/ml),CYFRA 21-1 (pg/ml),0.35782,0.004122019,0.10225001,0.35782,3.807355,0.59472513
TIMP-2 (pg/ml),GDF15 (ng/ml),0.35741,0.29610258,0.08445001,0.35741,3.807355,0.2476034
CEA (pg/ml),CA19-9 (U/ml),0.35733,0.29916108,0.07655001,0.35733,3.807355,0.24118233
Thrombospondin-2 (pg/ml),OPG (ng/ml),0.35727,0.12879825,0.10851,0.35727,3.807355,0.4779872
Myeloperoxidase (ng/ml),GDF15 (ng/ml),0.3572,0.34248802,0.05651,0.3572,3.807355,0.12129299
G-CSF (pg/ml),CYFRA 21-1 (pg/ml),0.35645,-0.38196006,0.09572998,0.35645,3.807355,0.8593079
OPN (pg/ml),AXL (pg/ml),0.35501,0.33297965,0.11121,0.35501,3.807355,0.14842622
OPN (pg/ml),GDF15 (ng/ml),0.35491,0.11190662,0.07947999,0.35491,3.807355,0.49295372
sEGFR (pg/ml),HE4 (pg/ml),0.35337,0.32513377,0.12844001,0.35337,3.807355,-0.16803639
IL-6 (pg/ml),FGF2 (pg/ml),0.35331,0.3276542,0.067130014,0.35331,3.807355,-0.16017422
Thrombospondin-2 (pg/ml),sPECAM-1 (pg/ml),0.35306,0.32100844,0.12208001,0.35306,3.807355,0.17902951
TIMP-2 (pg/ml),Thrombospondin-2 (pg/ml),0.35214,0.29089183,0.04468,0.35214,3.807355,0.24748373
NSE (ng/ml),Angiopoietin-2 (pg/ml),0.35188,0.3517356,0.11916,0.35188,3.807355,0.01201754
OPG (ng/ml),DKK1 (ng/ml),0.35141,0.15133032,0.07805002,0.35141,3.807355,0.44730267
TIMP-1 (pg/ml),CA-125 (U/ml),0.35083,0.3507698,0.13837,0.35083,3.807355,-0.0077580195
TIMP-1 (pg/ml),Myeloperoxidase (ng/ml),0.35054,0.29331785,0.043929994,0.35054,3.807355,0.2392115
TIMP-2 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.34999,0.18149912,0.106769994,0.34999,3.807355,0.41047642
sPECAM-1 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.34936,0.2060254,0.017110005,0.34936,3.807355,0.37859553
sPECAM-1 (pg/ml),IL-6 (pg/ml),0.34856,0.20614581,0.13281,0.34856,3.807355,-0.37737805
Leptin (pg/ml),Endoglin (pg/ml),0.34767,0.2839917,0.054089993,0.34767,3.807355,0.25234556
sFas (pg/ml),Kallikrein-6 (pg/ml),0.34733,0.30462074,0.08939999,0.34733,3.807355,0.20666222
IL-6 (pg/ml),HGF (pg/ml),0.34685,0.3321623,0.12311001,0.34685,3.807355,-0.12119286
NSE (ng/ml),Follistatin (pg/ml),0.34666,0.3466444,0.11771999,0.34666,3.807355,0.0039468845
sHER2/sEGFR2/sErbB2 (pg/ml),AFP (pg/ml),0.34567,0.34315816,0.12634999,0.34567,3.807355,0.050118435
TIMP-1 (pg/ml),CD44 (ng/ml),0.34509,0.096838385,0.06093,0.34509,3.807355,0.49824855
CYFRA 21-1 (pg/ml),CA 15-3 (U/ml),0.34439,0.34259367,0.1031,0.34439,3.807355,0.042383242
Myeloperoxidase (ng/ml),Midkine (pg/ml),0.34394,0.33580226,0.12715998,0.34394,3.807355,0.0902093
SHBG (nM),Follistatin (pg/ml),0.34384,0.32885084,0.08087,0.34384,3.807355,0.12243021
sEGFR (pg/ml),Prolactin (pg/ml),0.34331,0.34180883,0.13151,0.34331,3.807355,-0.038744945
sHER2/sEGFR2/sErbB2 (pg/ml),HGF (pg/ml),0.34331,0.3291981,0.07733001,0.34331,3.807355,0.11879358
SHBG (nM),IL-6 (pg/ml),0.34215,0.28562638,0.07756,0.34215,3.807355,0.23774698
Myeloperoxidase (ng/ml),CA19-9 (U/ml),0.34178,0.33796093,0.044420004,0.34178,3.807355,0.06179861
TIMP-2 (pg/ml),sFas (pg/ml),0.34128,0.1472446,0.060470015,0.34128,3.807355,0.4404945
PAR (pg/ml),OPG (ng/ml),0.34073,0.0047411025,0.06578,0.34073,3.807355,0.5796455
Thrombospondin-2 (pg/ml),Endoglin (pg/ml),0.34038,0.084584355,0.070200026,0.34038,3.807355,0.50576246
TGFa (pg/ml),SHBG (nM),0.34036,0.33556437,0.08618,0.34036,3.807355,0.06925031
sFas (pg/ml),Prolactin (pg/ml),0.33921,0.2965567,0.03227,0.33921,3.807355,-0.20652674
TIMP-2 (pg/ml),OPG (ng/ml),0.33903,0.17836903,0.056470007,0.33903,3.807355,0.40082535
IL-8 (pg/ml),CA-125 (U/ml),0.33882,0.33830857,0.054960012,0.33882,3.807355,0.022614831
TIMP-2 (pg/ml),IL-6 (pg/ml),0.33826,0.11880341,0.12599,0.33826,3.807355,-0.46846193
TIMP-2 (pg/ml),TGFa (pg/ml),0.33771,0.3372212,0.062270015,0.33771,3.807355,-0.022108275
sHER2/sEGFR2/sErbB2 (pg/ml),PAR (pg/ml),0.33748,0.19259621,0.0335,0.33748,3.807355,0.38063604
HGF (pg/ml),FGF2 (pg/ml),0.33551,0.33536914,0.04316999,0.33551,3.807355,-0.01186827
Leptin (pg/ml),GDF15 (ng/ml),0.33525,0.32566407,0.069350004,0.33525,3.807355,0.097907715
Leptin (pg/ml),FGF2 (pg/ml),0.33394,0.33209834,0.12257001,0.33394,3.807355,0.042914517
sPECAM-1 (pg/ml),GDF15 (ng/ml),0.33303,0.31189573,0.10271999,0.33303,3.807355,0.14537625
Midkine (pg/ml),Endoglin (pg/ml),0.33287,0.3326402,0.03227,0.33287,3.807355,0.015159378
TIMP-2 (pg/ml),PAR (pg/ml),0.33207,0.19171259,0.06958,0.33207,3.807355,0.37464303
TIMP-1 (pg/ml),DKK1 (ng/ml),0.33048,0.20407233,0.11254001,0.33048,3.807355,0.35553858
TIMP-1 (pg/ml),Midkine (pg/ml),0.33034,0.33005756,0.054309994,0.33034,3.807355,0.016806034
Kallikrein-6 (pg/ml),HGF (pg/ml),0.32982,0.3297103,0.065239996,0.32982,3.807355,0.010473378
Thrombospondin-2 (pg/ml),HGF (pg/ml),0.32827,0.32708672,0.050329998,0.32827,3.807355,0.034398895
sFas (pg/ml),PAR (pg/ml),0.32825,0.20404345,0.03647998,0.32825,3.807355,0.35242948
SHBG (nM),HGF (pg/ml),0.32768,0.32650375,0.11893,0.32768,3.807355,-0.034296375
sEGFR (pg/ml),OPN (pg/ml),0.32734,0.27968165,0.11962001,0.32734,3.807355,-0.21830794
OPG (ng/ml),HGF (pg/ml),0.32645,0.32263878,0.042480007,0.32645,3.807355,0.061734937
GDF15 (ng/ml),Follistatin (pg/ml),0.32441,0.18930905,0.111919984,0.32441,3.807355,0.3675608
sHER2/sEGFR2/sErbB2 (pg/ml),OPG (ng/ml),0.32369,0.1934364,0.10719,0.32369,3.807355,0.36090663
IL-8 (pg/ml),CYFRA 21-1 (pg/ml),0.32315,0.31560668,0.089200005,0.32315,3.807355,0.086852334
Thrombospondin-2 (pg/ml),Myeloperoxidase (ng/ml),0.32296,0.30499503,0.030389994,0.32296,3.807355,0.13403347
PAR (pg/ml),CD44 (ng/ml),0.32215,0.21267039,0.061049983,0.32215,3.807355,0.33087704
sFas (pg/ml),sEGFR (pg/ml),0.31948,0.31817695,0.08325,0.31948,3.807355,-0.03609764
Myeloperoxidase (ng/ml),DKK1 (ng/ml),0.31887,0.17797913,0.13451001,0.31887,3.807355,0.37535435
Galectin-3 (ng/ml),CD44 (ng/ml),0.31886,0.12236333,0.05183001,0.31886,3.807355,0.44327945
TIMP-2 (pg/ml),AFP (pg/ml),0.31833,0.27607194,0.036349997,0.31833,3.807355,0.20556761
sPECAM-1 (pg/ml),OPN (pg/ml),0.31824,0.3076705,0.026089996,0.31824,3.807355,-0.10280796
Prolactin (pg/ml),Angiopoietin-2 (pg/ml),0.31777,0.31519195,0.09163998,0.31777,3.807355,-0.05077462
sFas (pg/ml),IL-8 (pg/ml),0.31764,0.1358516,0.07170001,0.31764,3.807355,0.4263665
Galectin-3 (ng/ml),FGF2 (pg/ml),0.31748,0.31740412,0.1337,0.31748,3.807355,-0.008711431
IL-8 (pg/ml),CA19-9 (U/ml),0.31719,0.28962314,0.046420008,0.31719,3.807355,0.16603269
OPG (ng/ml),Endoglin (pg/ml),0.31669,0.28811538,0.14491,0.31669,3.807355,0.16904026
TIMP-1 (pg/ml),Leptin (pg/ml),0.31664,0.27274263,0.096829996,0.31664,3.807355,0.20951699
sEGFR (pg/ml),CYFRA 21-1 (pg/ml),0.31661,0.29786715,0.080699995,0.31661,3.807355,-0.13690455
HE4 (pg/ml),DKK1 (ng/ml),0.31647,0.17664833,0.07969001,0.31647,3.807355,0.37392735
OPN (pg/ml),Follistatin (pg/ml),0.31644,0.27729926,0.12321998,0.31644,3.807355,0.19784015
Midkine (pg/ml),CYFRA 21-1 (pg/ml),0.31638,0.3132056,0.06525999,0.31638,3.807355,-0.056341793
SHBG (nM),AXL (pg/ml),0.31606,0.31529516,0.11045,0.31606,3.807355,0.027655747
Midkine (pg/ml),CA 15-3 (U/ml),0.31597,0.3137265,0.08961001,0.31597,3.807355,-0.047365446
sHER2/sEGFR2/sErbB2 (pg/ml),Endoglin (pg/ml),0.31553,0.18275589,0.08207001,0.31553,3.807355,0.36438182
sPECAM-1 (pg/ml),Kallikrein-6 (pg/ml),0.31454,0.27688038,0.06382999,0.31454,3.807355,0.19406086
CA19-9 (U/ml),Angiopoietin-2 (pg/ml),0.31405,0.25833714,0.076560006,0.31405,3.807355,0.23603566
Mesothelin (ng/ml),Endoglin (pg/ml),0.31375,0.2856487,0.09869,0.31375,3.807355,0.16763443
HGF (pg/ml),Follistatin (pg/ml),0.31349,0.27307135,0.09532,0.31349,3.807355,0.20104387
SHBG (nM),CYFRA 21-1 (pg/ml),0.3134,0.30268744,0.041109994,0.3134,3.807355,0.10350157
Thrombospondin-2 (pg/ml),sFas (pg/ml),0.31317,0.18593067,0.07344,0.31317,3.807355,0.3567062
IL-8 (pg/ml),AXL (pg/ml),0.3129,0.25393677,0.13487001,0.3129,3.807355,0.24282347
SHBG (nM),HE4 (pg/ml),0.31281,0.31194776,0.07556999,0.31281,3.807355,0.029363707
NSE (ng/ml),DKK1 (ng/ml),0.31233,0.2235204,0.09091,0.31233,3.807355,0.29800943
Galectin-3 (ng/ml),DKK1 (ng/ml),0.31199,0.29499468,0.0659,0.31199,3.807355,0.13036607
G-CSF (pg/ml),Angiopoietin-2 (pg/ml),0.31182,0.1806824,0.12431,0.31182,3.807355,0.36212924
HGF (pg/ml),AFP (pg/ml),0.31101,0.30824447,0.058280006,0.31101,3.807355,0.05258838
Myeloperoxidase (ng/ml),AXL (pg/ml),0.31042,0.31039143,0.11046001,0.31042,3.807355,0.0053457147
sFas (pg/ml),Angiopoietin-2 (pg/ml),0.30948,0.30827266,0.08524001,0.30948,3.807355,-0.034747135
Kallikrein-6 (pg/ml),CD44 (ng/ml),0.30947,0.15213853,0.06746,0.30947,3.807355,0.3966503
SHBG (nM),Kallikrein-6 (pg/ml),0.30888,0.20001334,0.060049996,0.30888,3.807355,-0.3299495
OPN (pg/ml),IL-8 (pg/ml),0.30883,0.1651633,0.027889997,0.30883,3.807355,0.3790339
TIMP-2 (pg/ml),Galectin-3 (ng/ml),0.30868,0.29590988,0.09801,0.30868,3.807355,0.11300499
TIMP-2 (pg/ml),CD44 (ng/ml),0.30856,0.26437747,0.057340026,0.30856,3.807355,0.21019647
sPECAM-1 (pg/ml),OPG (ng/ml),0.30831,0.24137282,0.028940007,0.30831,3.807355,0.2587222
Leptin (pg/ml),Kallikrein-6 (pg/ml),0.30824,0.18473858,0.039920002,0.30824,3.807355,0.35142767
SHBG (nM),OPN (pg/ml),0.3082,0.30819944,0.11089999,0.3082,3.807355,7.461251E-4
G-CSF (pg/ml),AFP (pg/ml),0.30809,0.2868348,0.06255001,0.30809,3.807355,0.14579159
TGFa (pg/ml),FGF2 (pg/ml),0.30754,0.26882118,0.066569984,0.30754,3.807355,0.19677101
SHBG (nM),Galectin-3 (ng/ml),0.30737,0.29116318,0.10020001,0.30737,3.807355,0.127306
sHER2/sEGFR2/sErbB2 (pg/ml),CD44 (ng/ml),0.30661,0.20955858,0.06358999,0.30661,3.807355,0.31153077
sHER2/sEGFR2/sErbB2 (pg/ml),CA 15-3 (U/ml),0.30642,0.30636624,0.10377,0.30642,3.807355,0.0073314207
OPN (pg/ml),Midkine (pg/ml),0.30637,0.28496683,0.062059984,0.30637,3.807355,0.14629817
Prolactin (pg/ml),Mesothelin (ng/ml),0.3039,0.28965342,0.07534,0.3039,3.807355,-0.119359
TIMP-2 (pg/ml),sEGFR (pg/ml),0.30375,0.20510364,0.03186001,0.30375,3.807355,0.3140802
OPG (ng/ml),Midkine (pg/ml),0.30307,0.3029927,0.030069992,0.30307,3.807355,0.008792877
OPN (pg/ml),CA-125 (U/ml),0.30257,0.3012032,0.11389999,0.30257,3.807355,0.0369703
HGF (pg/ml),Galectin-3 (ng/ml),0.30224,0.30207434,0.12635002,0.30224,3.807355,-0.0128716435
sHER2/sEGFR2/sErbB2 (pg/ml),IL-8 (pg/ml),0.3021,0.21271232,0.028710008,0.3021,3.807355,0.29897773
CA19-9 (U/ml),CA 15-3 (U/ml),0.30206,0.3012993,0.061210006,0.30206,3.807355,0.027581098
PAR (pg/ml),Kallikrein-6 (pg/ml),0.30188,0.2892793,0.089430004,0.30188,3.807355,0.11225279
OPN (pg/ml),Leptin (pg/ml),0.30172,0.26118353,0.08959,0.30172,3.807355,0.20133671
TIMP-1 (pg/ml),IL-6 (pg/ml),0.30167,0.2564977,0.053209998,0.30167,3.807355,-0.21253775
GDF15 (ng/ml),CA 15-3 (U/ml),0.30166,0.29433477,0.084580004,0.30166,3.807355,0.085587524
TIMP-2 (pg/ml),DKK1 (ng/ml),0.30143,0.30131483,0.06666,0.30143,3.807355,0.010730701
HGF (pg/ml),Endoglin (pg/ml),0.30133,0.30104682,0.0616,0.30133,3.807355,0.016827606
sHER2/sEGFR2/sErbB2 (pg/ml),FGF2 (pg/ml),0.30103,0.27359033,0.14667001,0.30103,3.807355,0.16564925
GDF15 (ng/ml),DKK1 (ng/ml),0.30082,0.27141887,0.10940999,0.30082,3.807355,0.17146757
Prolactin (pg/ml),OPG (ng/ml),0.30048,0.28100917,0.07847001,0.30048,3.807355,-0.13953796
Mesothelin (ng/ml),Follistatin (pg/ml),0.30035,0.2615308,0.030359998,0.30035,3.807355,0.19702597
OPN (pg/ml),HGF (pg/ml),0.29984,0.29458272,0.018710002,0.29984,3.807355,0.07250702
Myeloperoxidase (ng/ml),CD44 (ng/ml),0.29976,0.27610862,0.068179995,0.29976,3.807355,0.15379009
TIMP-1 (pg/ml),Angiopoietin-2 (pg/ml),0.29961,0.29878724,0.070280015,0.29961,3.807355,0.028683888
sFas (pg/ml),GDF15 (ng/ml),0.29945,0.1968826,0.04801002,0.29945,3.807355,0.32026148
PAR (pg/ml),IL-8 (pg/ml),0.29928,0.2766776,0.048889995,0.29928,3.807355,0.15034087
FGF2 (pg/ml),CA 15-3 (U/ml),0.29874,0.29723582,0.12992,0.29874,3.807355,-0.03878388
FGF2 (pg/ml),CA-125 (U/ml),0.29861,0.2659889,0.077169985,0.29861,3.807355,0.18061315
PAR (pg/ml),Follistatin (pg/ml),0.29852,0.08159499,0.037589997,0.29852,3.807355,0.4657521
PAR (pg/ml),NSE (ng/ml),0.29842,0.25385842,0.061390013,0.29842,3.807355,0.2110962
Galectin-3 (ng/ml),Endoglin (pg/ml),0.29832,0.2666966,0.08568999,0.29832,3.807355,0.17782967
TGFa (pg/ml),CA 15-3 (U/ml),0.29792,0.29225245,0.095369995,0.29792,3.807355,0.07528307
TIMP-1 (pg/ml),Galectin-3 (ng/ml),0.29777,0.14258637,0.03278999,0.29777,3.807355,0.39393353
Midkine (pg/ml),DKK1 (ng/ml),0.29659,0.29033157,0.10503,0.29659,3.807355,-0.079110146
Kallikrein-6 (pg/ml),FGF2 (pg/ml),0.2965,0.28743854,0.08127999,0.2965,3.807355,0.09519169
OPG (ng/ml),CYFRA 21-1 (pg/ml),0.296,0.075916976,0.046460003,0.296,3.807355,0.46913007
Myeloperoxidase (ng/ml),FGF2 (pg/ml),0.29557,0.28925946,0.06145999,0.29557,3.807355,0.079438865
sFas (pg/ml),OPN (pg/ml),0.29531,0.2815041,0.05271001,0.29531,3.807355,0.11749853
GDF15 (ng/ml),Endoglin (pg/ml),0.2952,0.22452623,0.052330002,0.2952,3.807355,0.26584536
CA 15-3 (U/ml),CA-125 (U/ml),0.29514,0.29243624,0.054350004,0.29514,3.807355,0.05199772
TIMP-2 (pg/ml),CEA (pg/ml),0.29502,0.29131895,0.09607002,0.29502,3.807355,0.06083625
AXL (pg/ml),Angiopoietin-2 (pg/ml),0.29451,0.2912765,0.039440006,0.29451,3.807355,-0.056863733
PAR (pg/ml),CA 15-3 (U/ml),0.2945,0.28206816,0.08760999,0.2945,3.807355,-0.11149813
IL-8 (pg/ml),CA 15-3 (U/ml),0.29442,0.2721624,0.040870003,0.29442,3.807355,0.14918979
TIMP-2 (pg/ml),AXL (pg/ml),0.29417,0.2533845,0.053119995,0.29417,3.807355,0.20195419
IL-6 (pg/ml),AFP (pg/ml),0.29384,0.27751505,0.04433,0.29384,3.807355,-0.12776902
Prolactin (pg/ml),NSE (ng/ml),0.29374,0.24758917,0.06665,0.29374,3.807355,-0.21482745
G-CSF (pg/ml),CA 15-3 (U/ml),0.29363,0.29352647,0.13551,0.29363,3.807355,-0.010174681
TIMP-1 (pg/ml),CA19-9 (U/ml),0.29337,0.27279416,0.09550001,0.29337,3.807355,0.14344281
Midkine (pg/ml),CEA (pg/ml),0.29335,0.29118785,0.06923,0.29335,3.807355,0.04649912
DKK1 (ng/ml),CEA (pg/ml),0.29267,0.2910814,0.08984001,0.29267,3.807355,-0.03985723
TIMP-2 (pg/ml),Kallikrein-6 (pg/ml),0.29245,0.19303548,0.03411001,0.29245,3.807355,0.3153007
sPECAM-1 (pg/ml),CD44 (ng/ml),0.2922,0.2830518,0.11083999,0.2922,3.807355,0.095646344
NSE (ng/ml),CA 15-3 (U/ml),0.2918,0.2610733,0.08307001,0.2918,3.807355,-0.17529036
PAR (pg/ml),AXL (pg/ml),0.29134,0.23929213,0.038459986,0.29134,3.807355,0.22814
Endoglin (pg/ml),DKK1 (ng/ml),0.29128,0.28328416,0.10577001,0.29128,3.807355,0.08941941
Leptin (pg/ml),HE4 (pg/ml),0.29097,0.29072097,0.14345999,0.29097,3.807355,0.015780758
sHER2/sEGFR2/sErbB2 (pg/ml),CEA (pg/ml),0.29085,0.27047586,0.09104,0.29085,3.807355,0.14273801
