X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
IL-6 (pg/ml),FGF2 (pg/ml),0.54044,0.3981368,0.25463003,0.54044,5.7548876,0.377231
HE4 (pg/ml),AFP (pg/ml),0.5386,0.53855205,0.14916998,0.5386,5.7548876,0.0069257836
Thrombospondin-2 (pg/ml),TGFa (pg/ml),0.53793,0.53791505,0.16039002,0.53793,5.7548876,0.0038655591
NSE (ng/ml),HGF (pg/ml),0.53767,0.49532145,0.36896998,0.53767,5.7548876,0.20578763
HE4 (pg/ml),G-CSF (pg/ml),0.53298,0.53273493,0.11557001,0.53298,5.7548876,0.015654935
IL-6 (pg/ml),HGF (pg/ml),0.53076,0.46904886,0.12413001,0.53076,5.70044,0.24841724
Thrombospondin-2 (pg/ml),CYFRA 21-1 (pg/ml),0.52219,0.52122647,0.18049997,0.52219,5.7548876,-0.031040393
HGF (pg/ml),CA-125 (U/ml),0.52027,0.48755372,0.15316,0.52027,5.7548876,0.18087637
IL-8 (pg/ml),IL-6 (pg/ml),0.52005,0.5178854,0.15891,0.51109,5.70044,0.046525586
NSE (ng/ml),CA-125 (U/ml),0.51775,0.5173671,0.36409998,0.51775,5.7548876,0.019567775
NSE (ng/ml),G-CSF (pg/ml),0.50042,0.50016546,0.30962998,0.50042,5.7548876,0.015952658
G-CSF (pg/ml),CA19-9 (U/ml),0.49795,0.48918056,0.13278002,0.49795,5.7548876,0.093645155
NSE (ng/ml),IL-6 (pg/ml),0.49768,0.4975337,0.29929,0.49768,5.7548876,-0.0120950425
NSE (ng/ml),CA19-9 (U/ml),0.49612,0.48319378,0.33067,0.49612,5.7548876,0.113693506
NSE (ng/ml),CYFRA 21-1 (pg/ml),0.49575,0.4951457,0.29924,0.49575,5.7548876,0.024582801
TIMP-2 (pg/ml),TIMP-1 (pg/ml),0.49056,0.007125467,0.03975001,0.49056,5.7548876,0.69529456
NSE (ng/ml),DKK1 (ng/ml),0.48597,0.1435355,0.08657998,0.48597,5.7548876,0.58517903
IL-8 (pg/ml),CA-125 (U/ml),0.48536,0.4745863,0.10299002,0.48536,5.70044,0.103796415
Thrombospondin-2 (pg/ml),CA19-9 (U/ml),0.48437,0.48080137,0.16851999,0.48437,5.7548876,0.059738025
TGFa (pg/ml),CD44 (ng/ml),0.48418,0.47822407,0.34028,0.48418,5.7548876,0.07717464
CA19-9 (U/ml),AFP (pg/ml),0.48363,0.4835942,0.08914,0.48363,5.7548876,-0.0059826
sFas (pg/ml),CA-125 (U/ml),0.47942,0.4777057,0.30802,0.47942,5.7548876,0.041404236
IL-6 (pg/ml),G-CSF (pg/ml),0.47149,0.44980946,0.09912002,0.47149,5.7548876,0.1472431
Thrombospondin-2 (pg/ml),HE4 (pg/ml),0.46628,0.46399653,0.11647999,0.46628,5.7548876,-0.047785915
sFas (pg/ml),CA19-9 (U/ml),0.46315,0.44506937,0.22144,0.46315,5.7548876,0.1344642
TGFa (pg/ml),GDF15 (ng/ml),0.46154,0.4613523,0.29896003,0.46154,5.7548876,0.013700943
HE4 (pg/ml),CD44 (ng/ml),0.45703,0.44516245,0.3251,0.45703,5.7548876,0.10893834
IL-8 (pg/ml),G-CSF (pg/ml),0.4564,0.4375224,0.14667001,0.4564,5.7548876,0.13739571
OPG (ng/ml),GDF15 (ng/ml),0.45312,0.1575807,0.029080003,0.45312,5.7548876,0.54363525
HE4 (pg/ml),GDF15 (ng/ml),0.45,0.43553963,0.32861,0.45,5.7548876,0.1202512
G-CSF (pg/ml),CA-125 (U/ml),0.44431,0.4440319,0.112619996,0.44431,5.7548876,-0.01667653
TIMP-2 (pg/ml),HE4 (pg/ml),0.44336,0.44065103,0.29415998,0.44336,5.7548876,0.052047737
Thrombospondin-2 (pg/ml),NSE (ng/ml),0.44276,0.42651954,0.28855,0.44276,5.7548876,0.12743796
FGF2 (pg/ml),CA-125 (U/ml),0.44123,0.35587174,0.19737,0.44123,5.7548876,0.29216138
TIMP-1 (pg/ml),TGFa (pg/ml),0.43836,0.43341732,0.32551,0.43836,5.7548876,-0.07030431
CA-125 (U/ml),AFP (pg/ml),0.4379,0.4378785,0.097279996,0.4379,5.7548876,0.004640213
TGFa (pg/ml),OPG (ng/ml),0.43725,0.3857124,0.16564,0.43725,5.169925,0.22701894
sFas (pg/ml),IL-6 (pg/ml),0.43643,0.4317834,0.25969,0.43643,5.7548876,0.06816593
CD44 (ng/ml),CA19-9 (U/ml),0.43367,0.42294267,0.28171,0.43367,5.7548876,0.10357284
HGF (pg/ml),G-CSF (pg/ml),0.43276,0.42748228,0.04479,0.43276,5.7548876,0.07264796
TIMP-2 (pg/ml),TGFa (pg/ml),0.43273,0.43034557,0.23734,0.43273,5.7548876,-0.048830416
IL-6 (pg/ml),CD44 (ng/ml),0.43261,0.36196685,0.29749,0.43261,5.7548876,0.26578778
Thrombospondin-2 (pg/ml),G-CSF (pg/ml),0.43101,0.43050995,0.13017002,0.43101,5.7548876,-0.022361541
CD44 (ng/ml),CA-125 (U/ml),0.42893,0.4184252,0.26176998,0.42893,5.7548876,0.10249291
FGF2 (pg/ml),CA19-9 (U/ml),0.42652,0.41276085,0.17856999,0.42652,5.7548876,0.117299296
NSE (ng/ml),AFP (pg/ml),0.42403,0.42373988,0.26425,0.42403,5.7548876,-0.017033003
IL-8 (pg/ml),FGF2 (pg/ml),0.42132,0.3876297,0.18832,0.42132,5.7548876,0.18354917
sFas (pg/ml),CYFRA 21-1 (pg/ml),0.41985,0.40362042,0.14105,0.41985,5.7548876,0.12739538
HGF (pg/ml),GDF15 (ng/ml),0.41926,0.3648684,0.21394,0.41926,5.7548876,0.23322003
IL-8 (pg/ml),AFP (pg/ml),0.4192,0.41916463,0.08941999,0.4192,5.7548876,-0.005948896
TIMP-1 (pg/ml),HE4 (pg/ml),0.41466,0.41296646,0.29918998,0.41466,5.7548876,0.041152656
TIMP-1 (pg/ml),Midkine (pg/ml),0.40769,0.39033315,0.017740011,0.40769,5.7548876,0.13174535
TGFa (pg/ml),DKK1 (ng/ml),0.40492,0.37940162,0.24383001,0.40492,5.7548876,0.15974472
IL-6 (pg/ml),AFP (pg/ml),0.40416,0.40044007,0.074949995,0.40416,5.7548876,0.06099129
IL-6 (pg/ml),GDF15 (ng/ml),0.40318,0.40317413,0.30306,0.40318,5.7548876,0.0024249891
Midkine (pg/ml),IL-8 (pg/ml),0.40308,0.39511526,0.23333,0.40308,5.7548876,0.08924529
TIMP-1 (pg/ml),HGF (pg/ml),0.40223,0.37774014,0.24985,0.40223,5.7548876,0.15649232
Thrombospondin-2 (pg/ml),GDF15 (ng/ml),0.40141,0.40084383,0.27352,0.40141,5.7548876,0.023794837
G-CSF (pg/ml),FGF2 (pg/ml),0.39897,0.39564976,0.20948002,0.39897,5.7548876,0.057621542
HE4 (pg/ml),DKK1 (ng/ml),0.39862,0.37763366,0.28939,0.39862,5.7548876,0.14486665
TIMP-1 (pg/ml),CA-125 (U/ml),0.39832,0.3935402,0.2486,0.39832,5.7548876,0.069136076
Thrombospondin-2 (pg/ml),IL-6 (pg/ml),0.39697,0.3967065,0.09552999,0.39697,5.7548876,-0.01623275
sFas (pg/ml),AFP (pg/ml),0.39641,0.39611587,0.093229994,0.39641,5.7548876,0.017149987
Thrombospondin-2 (pg/ml),HGF (pg/ml),0.39623,0.38380378,0.11284003,0.39623,5.7548876,0.111473
HGF (pg/ml),AFP (pg/ml),0.39536,0.39476106,0.10022999,0.39536,5.3923173,0.024473203
HGF (pg/ml),CD44 (ng/ml),0.39387,0.26653954,0.22252,0.39387,5.7548876,0.35683393
OPG (ng/ml),HE4 (pg/ml),0.39348,0.33435693,0.23672,0.39348,5.7548876,0.24315235
TIMP-1 (pg/ml),NSE (ng/ml),0.39311,0.10260633,0.033520013,0.39311,5.7548876,0.53898394
HGF (pg/ml),FGF2 (pg/ml),0.38961,0.2829129,0.12551,0.38961,5.7548876,0.32664517
Thrombospondin-2 (pg/ml),DKK1 (ng/ml),0.38941,0.36388156,0.25120997,0.38941,5.7548876,0.15977615
CYFRA 21-1 (pg/ml),CD44 (ng/ml),0.3862,0.38284004,0.24895,0.3862,5.7548876,0.05796538
sFas (pg/ml),IL-8 (pg/ml),0.385,0.3203562,0.1825,0.385,5.4594316,0.25425148
IL-6 (pg/ml),DKK1 (ng/ml),0.38388,0.38340068,0.27021,0.38388,5.7548876,0.02189291
OPG (ng/ml),CYFRA 21-1 (pg/ml),0.3837,0.36287892,0.18258,0.3837,5.7548876,0.14429516
DKK1 (ng/ml),CYFRA 21-1 (pg/ml),0.38331,0.37395766,0.24248001,0.38331,5.7548876,0.09670745
TIMP-1 (pg/ml),IL-6 (pg/ml),0.38275,0.37675533,0.20087,0.38275,5.7548876,-0.077425376
NSE (ng/ml),IL-8 (pg/ml),0.38215,0.361364,0.202,0.38215,5.7548876,0.14417346
Thrombospondin-2 (pg/ml),IL-8 (pg/ml),0.38156,0.38026914,0.08846,0.38051,5.7548876,0.03592854
TIMP-2 (pg/ml),IL-6 (pg/ml),0.37945,0.37888244,0.24661002,0.37945,5.7548876,-0.023823638
Thrombospondin-2 (pg/ml),CA-125 (U/ml),0.37943,0.37940463,0.16243,0.37943,5.7548876,0.0050359573
CD44 (ng/ml),AFP (pg/ml),0.37717,0.37711665,0.19528,0.37717,5.7548876,0.007303781
IL-8 (pg/ml),GDF15 (ng/ml),0.37673,0.37623012,0.23808,0.37673,5.7548876,0.022357916
GDF15 (ng/ml),AFP (pg/ml),0.37642,0.13824588,0.20652999,0.37642,5.7548876,0.48803085
NSE (ng/ml),Midkine (pg/ml),0.37326,0.34394068,0.023229986,0.37326,5.7548876,0.17122887
HGF (pg/ml),DKK1 (ng/ml),0.37305,0.26865587,0.2473,0.37305,5.7548876,0.3231008
TIMP-2 (pg/ml),HGF (pg/ml),0.37245,0.33326495,0.19459,0.37245,5.7548876,0.19795217
Midkine (pg/ml),HE4 (pg/ml),0.36993,0.36404726,0.23132001,0.36993,5.7548876,0.07669906
TGFa (pg/ml),Midkine (pg/ml),0.36954,0.2325191,0.24588001,0.36954,5.7548876,0.37016335
TIMP-1 (pg/ml),DKK1 (ng/ml),0.36737,0.10961118,0.057860017,0.36737,5.7548876,0.50769955
Midkine (pg/ml),HGF (pg/ml),0.36562,0.33893272,0.21381,0.36562,5.7548876,0.1633624
TIMP-1 (pg/ml),CA19-9 (U/ml),0.36549,0.3572076,0.22488,0.36549,5.4594316,0.091007695
GDF15 (ng/ml),G-CSF (pg/ml),0.36478,0.36162066,0.26784,0.36478,5.7548876,0.056208123
TIMP-1 (pg/ml),Thrombospondin-2 (pg/ml),0.36366,0.31768999,0.22723001,0.36366,5.7548876,0.2144062
TIMP-2 (pg/ml),G-CSF (pg/ml),0.36001,0.36000127,0.23335,0.36001,5.7548876,-0.0029560076
OPG (ng/ml),DKK1 (ng/ml),0.35716,0.02830562,0.027850002,0.35716,5.7548876,0.57345825
GDF15 (ng/ml),CYFRA 21-1 (pg/ml),0.35679,0.35459363,0.21902001,0.35679,5.7548876,0.046865523
Thrombospondin-2 (pg/ml),CD44 (ng/ml),0.35678,0.3556488,0.20595999,0.35678,5.7548876,0.033633284
OPG (ng/ml),IL-6 (pg/ml),0.35498,0.3533159,0.20061,0.35498,5.7548876,0.04079328
NSE (ng/ml),FGF2 (pg/ml),0.3548,0.34667268,0.18693998,0.3548,5.7548876,0.09015148
TIMP-2 (pg/ml),OPG (ng/ml),0.3542,-0.037151754,0.07026002,0.3542,5.7548876,0.62558115
TIMP-1 (pg/ml),IL-8 (pg/ml),0.35397,0.3438963,0.21477002,0.35397,5.7548876,0.10036785
sPECAM-1 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.35377,-0.0064417124,0.014589995,0.35377,5.7548876,0.6001764
IL-8 (pg/ml),CD44 (ng/ml),0.35301,0.34709534,0.18991,0.35301,5.7548876,0.07690689
TIMP-2 (pg/ml),CA-125 (U/ml),0.35287,0.34231976,0.22506002,0.35287,5.7548876,0.10271428
TIMP-2 (pg/ml),Thrombospondin-2 (pg/ml),0.35273,0.34899944,0.20743999,0.35273,5.7548876,0.06107823
GDF15 (ng/ml),CA19-9 (U/ml),0.35152,0.26972204,0.20893,0.35152,5.7548876,0.2860034
TIMP-2 (pg/ml),CA19-9 (U/ml),0.35144,0.32350656,0.19511,0.35144,5.7548876,0.16713302
sFas (pg/ml),GDF15 (ng/ml),0.35028,0.34921658,0.21998999,0.35028,5.7548876,-0.03261009
Midkine (pg/ml),CA19-9 (U/ml),0.34864,0.34821233,0.21201,0.34864,5.7548876,0.020680105
G-CSF (pg/ml),AFP (pg/ml),0.34769,0.347422,0.12911,0.34769,5.7548876,-0.016370041
G-CSF (pg/ml),CD44 (ng/ml),0.34576,0.34575918,0.15852001,0.34576,5.7548876,-8.918051E-4
IL-8 (pg/ml),DKK1 (ng/ml),0.34472,0.3176721,0.19919,0.34472,5.7548876,0.16446246
Midkine (pg/ml),CA-125 (U/ml),0.34297,0.2880336,0.20412001,0.34297,5.7548876,0.23438515
Thrombospondin-2 (pg/ml),OPG (ng/ml),0.34286,0.34249672,0.20093001,0.34286,5.7548876,0.019060085
Myeloperoxidase (ng/ml),HGF (pg/ml),0.34175,0.2480903,0.08351,0.34175,5.7548876,0.3060387
G-CSF (pg/ml),DKK1 (ng/ml),0.3394,0.3384053,0.22975999,0.3394,5.7548876,0.031538453
TIMP-2 (pg/ml),IL-8 (pg/ml),0.33798,0.33780298,0.20170999,0.33798,5.7548876,0.01330462
sFas (pg/ml),G-CSF (pg/ml),0.33698,0.32407027,0.1301,0.33698,5.7548876,0.11362094
sFas (pg/ml),CD44 (ng/ml),0.33309,0.32616213,0.09068,0.33309,5.7548876,-0.083233826
TIMP-2 (pg/ml),GDF15 (ng/ml),0.3305,0.1391549,0.065400004,0.3305,5.7548876,0.4374301
GDF15 (ng/ml),Galectin-3 (ng/ml),0.32981,0.22126403,0.10485999,0.32981,5.7548876,0.32946312
TIMP-1 (pg/ml),G-CSF (pg/ml),0.3289,0.32822615,0.18076998,0.3289,5.7548876,-0.025959043
TIMP-1 (pg/ml),AFP (pg/ml),0.32817,0.32763797,0.18884,0.32817,5.7548876,-0.023065995
Thrombospondin-2 (pg/ml),Midkine (pg/ml),0.32606,0.31947672,0.17753999,0.32606,5.7548876,0.08113743
Midkine (pg/ml),IL-6 (pg/ml),0.32492,0.14039814,0.16702,0.32492,5.7548876,0.42956007
NSE (ng/ml),GDF15 (ng/ml),0.32449,0.26418516,0.07247001,0.32449,5.7548876,0.24557048
TIMP-1 (pg/ml),GDF15 (ng/ml),0.32224,0.16370556,0.036190003,0.32224,5.7548876,0.39816383
Midkine (pg/ml),DKK1 (ng/ml),0.32219,0.2833373,0.053199977,0.32219,5.7548876,0.19711089
TIMP-2 (pg/ml),sFas (pg/ml),0.3218,0.3086579,0.07199,0.3218,5.7548876,-0.11463889
TIMP-2 (pg/ml),CYFRA 21-1 (pg/ml),0.32082,0.3208162,0.14264,0.32082,5.7548876,-0.0019515099
TIMP-1 (pg/ml),CYFRA 21-1 (pg/ml),0.31827,0.3180255,0.21673,0.31827,5.7548876,-0.015636193
TIMP-2 (pg/ml),AFP (pg/ml),0.31754,0.31648478,0.14113998,0.31754,5.7548876,0.03248418
OPG (ng/ml),CA19-9 (U/ml),0.31132,0.22798285,0.13856001,0.31132,5.7548876,0.28868178
Myeloperoxidase (ng/ml),Galectin-3 (ng/ml),0.31004,0.18611714,0.04823999,0.31004,5.7548876,0.3520268
GDF15 (ng/ml),FGF2 (pg/ml),0.30934,0.3086246,0.21435,0.30934,5.7548876,0.02674728
DKK1 (ng/ml),CA19-9 (U/ml),0.3084,0.2829569,0.21236,0.3084,5.7548876,0.15950899
GDF15 (ng/ml),CA-125 (U/ml),0.30638,0.28735498,0.18598999,0.30638,5.7548876,0.13793126
PAR (pg/ml),Midkine (pg/ml),0.30452,0.28710654,0.028180003,0.30452,5.7548876,0.13196005
OPG (ng/ml),NSE (ng/ml),0.30409,0.09659195,0.07432999,0.30409,5.7548876,0.45551953
OPG (ng/ml),AFP (pg/ml),0.30171,0.29862446,0.10709001,0.30171,5.7548876,0.05554788
OPG (ng/ml),G-CSF (pg/ml),0.30077,0.30076885,0.13654,0.30077,5.7548876,0.0010724518
OPG (ng/ml),HGF (pg/ml),0.30019,0.16530009,0.105299994,0.27704,5.7548876,0.36727363
DKK1 (ng/ml),AFP (pg/ml),0.29959,0.2992374,0.19294,0.29959,5.7548876,0.018777506
TIMP-2 (pg/ml),DKK1 (ng/ml),0.29588,0.1407597,0.07284999,0.29588,5.7548876,0.39385313
TIMP-1 (pg/ml),FGF2 (pg/ml),0.29537,0.29517072,0.16471002,0.29537,5.7548876,-0.014117057
sFas (pg/ml),HGF (pg/ml),0.29422,0.29177222,0.09792,0.29422,5.70044,0.04947501
Thrombospondin-2 (pg/ml),sFas (pg/ml),0.2942,0.29402134,0.073809996,0.2942,5.7548876,-0.013366613
Thrombospondin-2 (pg/ml),PAR (pg/ml),0.2901,0.13413256,0.044029996,0.2901,5.7548876,0.39492714
OPG (ng/ml),CA-125 (U/ml),0.28681,0.2395186,0.13015,0.28681,5.7548876,0.21746588
DKK1 (ng/ml),CA-125 (U/ml),0.28496,0.27029637,0.17807999,0.28496,5.7548876,0.1210935
Myeloperoxidase (ng/ml),IL-8 (pg/ml),0.28409,0.28408358,0.109170005,0.28409,5.7548876,0.0025393579
OPG (ng/ml),IL-8 (pg/ml),0.28281,0.2482228,0.124840006,0.28281,5.7548876,0.18597634
sFas (pg/ml),Kallikrein-6 (pg/ml),0.28044,0.27947325,0.11763999,0.28044,5.7548876,-0.031092845
FGF2 (pg/ml),DKK1 (ng/ml),0.28029,0.26151097,0.18598,0.28029,5.7548876,0.13703668
Midkine (pg/ml),G-CSF (pg/ml),0.2798,0.27908546,0.12779999,0.2798,5.7548876,0.02673078
TIMP-1 (pg/ml),OPG (ng/ml),0.27922,0.047657594,0.051450014,0.27922,5.7548876,0.48120934
sFas (pg/ml),OPG (ng/ml),0.27707,0.27668014,0.12880999,0.27707,5.7548876,-0.019744407
Midkine (pg/ml),CYFRA 21-1 (pg/ml),0.27621,0.27225438,0.14546,0.27621,5.7548876,0.06289374
Myeloperoxidase (ng/ml),GDF15 (ng/ml),0.27519,0.26067373,0.05907999,0.27519,5.7548876,0.12048344
TGFa (pg/ml),Myeloperoxidase (ng/ml),0.27511,0.275078,0.10264,0.27511,5.7548876,-0.0056587723
Thrombospondin-2 (pg/ml),AFP (pg/ml),0.27436,0.27425924,0.053069994,0.27436,5.643856,-0.010037394
OPG (ng/ml),FGF2 (pg/ml),0.27245,0.23766437,0.1927,0.27245,5.7548876,0.18650906
Midkine (pg/ml),CD44 (ng/ml),0.27231,0.21332724,0.030549988,0.27231,5.7548876,0.24286364
Myeloperoxidase (ng/ml),HE4 (pg/ml),0.27159,0.25748894,0.06827,0.27159,5.7548876,0.118747875
Myeloperoxidase (ng/ml),CA19-9 (U/ml),0.26902,0.26159957,0.09746002,0.26902,5.7548876,0.08614188
TIMP-2 (pg/ml),NSE (ng/ml),0.26774,0.0690707,0.013950005,0.26774,5.7548876,0.44572335
sPECAM-1 (pg/ml),PAR (pg/ml),0.26728,-0.025899798,0.012270004,0.26728,5.7548876,0.5414608
Midkine (pg/ml),AFP (pg/ml),0.267,0.26638252,0.1324,0.267,5.7548876,0.02484928
GDF15 (ng/ml),DKK1 (ng/ml),0.26616,0.18705674,0.0202,0.26616,5.7548876,0.28125304
sPECAM-1 (pg/ml),NSE (ng/ml),0.26389,0.13876562,0.057510003,0.26389,5.7548876,0.35372925
CEA (pg/ml),CA19-9 (U/ml),0.2618,0.24093813,0.08712,0.2618,5.7548876,0.14443639
Myeloperoxidase (ng/ml),CA-125 (U/ml),0.26045,0.25629124,0.12986001,0.26045,5.7548876,0.064488426
Thrombospondin-2 (pg/ml),FGF2 (pg/ml),0.25956,0.25444064,0.09957999,0.25956,5.7548876,-0.071549594
Myeloperoxidase (ng/ml),AFP (pg/ml),0.2595,0.25932267,0.08926,0.2595,5.7548876,-0.013316674
TIMP-2 (pg/ml),FGF2 (pg/ml),0.25922,0.25917575,0.13007,0.25922,5.7548876,0.0066514956
sFas (pg/ml),NSE (ng/ml),0.25616,0.2547825,0.094909996,0.25616,5.7548876,-0.037114702
TIMP-2 (pg/ml),CD44 (ng/ml),0.25578,0.07795508,0.043060005,0.25578,5.7548876,0.42169294
Midkine (pg/ml),FGF2 (pg/ml),0.25564,0.22886334,0.10953,0.25564,5.7548876,0.16363576
FGF2 (pg/ml),CD44 (ng/ml),0.2555,0.24129418,0.11240001,0.2555,5.7548876,0.119188145
TIMP-1 (pg/ml),sPECAM-1 (pg/ml),0.25542,0.09488429,0.037369996,0.25542,5.7548876,0.40066907
Myeloperoxidase (ng/ml),IL-6 (pg/ml),0.25299,0.25296193,0.13173,0.25299,5.7548876,-0.0052985526
Mesothelin (ng/ml),CD44 (ng/ml),0.25049,-0.032441616,0.015190005,0.25049,5.7548876,0.53191316
PAR (pg/ml),NSE (ng/ml),0.25043,0.19813447,0.011810005,0.25043,5.7548876,0.22868215
FGF2 (pg/ml),AFP (pg/ml),0.24939,0.2491921,0.09197001,0.24939,5.70044,0.014067912
Myeloperoxidase (ng/ml),G-CSF (pg/ml),0.2449,0.24298353,0.11081,0.2449,5.7548876,0.04377751
sPECAM-1 (pg/ml),Midkine (pg/ml),0.24343,0.22464392,0.0101799965,0.24343,5.7548876,0.13706233
TIMP-1 (pg/ml),CD44 (ng/ml),0.242,0.15788737,0.033150002,0.242,5.7548876,0.29002178
Myeloperoxidase (ng/ml),CYFRA 21-1 (pg/ml),0.24149,0.23536734,0.05697,0.24149,5.7548876,0.07824749
CYFRA 21-1 (pg/ml),CEA (pg/ml),0.23986,0.23843838,0.11318,0.23986,5.7548876,0.03770432
HE4 (pg/ml),CEA (pg/ml),0.23964,0.23860195,0.05709,0.23964,5.7548876,0.03221863
TIMP-1 (pg/ml),sFas (pg/ml),0.23572,0.2332951,0.07547,0.23572,5.7548876,-0.049243294
Kallikrein-6 (pg/ml),CD44 (ng/ml),0.23486,0.011608377,0.020410001,0.23486,5.7548876,0.4724951
NSE (ng/ml),CD44 (ng/ml),0.23395,0.120138176,0.028949998,0.23395,5.7548876,0.33736008
Kallikrein-6 (pg/ml),IL-6 (pg/ml),0.23379,0.025616646,0.09605001,0.23379,5.7548876,0.45626017
sFas (pg/ml),FGF2 (pg/ml),0.23363,0.22935574,0.093710005,0.23363,5.7548876,0.065377876
TGFa (pg/ml),Kallikrein-6 (pg/ml),0.23346,0.15425666,0.13159999,0.23346,5.7548876,0.28143087
TIMP-2 (pg/ml),Midkine (pg/ml),0.23316,0.22123204,0.0048100054,0.23316,5.7548876,0.10921521
Kallikrein-6 (pg/ml),AFP (pg/ml),0.23309,0.23280737,0.046860002,0.23309,5.7548876,0.016811777
HGF (pg/ml),Galectin-3 (ng/ml),0.23256,0.18702398,0.0405,0.23256,5.7548876,0.21339169
TGFa (pg/ml),CEA (pg/ml),0.23239,0.2294703,0.081860006,0.23239,5.7548876,0.054034267
Kallikrein-6 (pg/ml),HE4 (pg/ml),0.23065,0.19124335,0.10537,0.23065,5.7548876,0.19851106
Kallikrein-6 (pg/ml),CA19-9 (U/ml),0.22944,0.21385533,0.08145001,0.22944,5.7548876,0.1248386
sHER2/sEGFR2/sErbB2 (pg/ml),sEGFR (pg/ml),0.22463,0.06307125,0.022479996,0.22463,5.7548876,0.4019437
